year,team_abb,player,college,round,pick,official_key
1999,CHI,Metta World Peace,St. John's,1,16,"Metta World Peace, 1999"
1999,ATL,Cal Bowdler,Old Dominion,1,17,"Cal Bowdler, 1999"
1999,DEN,James Posey,Xavier,1,18,"James Posey, 1999"
1999,UTA,Quincy Lewis,Minnesota,1,19,"Quincy Lewis, 1999"
1999,ATL,Dion Glover,Georgia Tech,1,20,"Dion Glover, 1999"
1999,GSW,Jeff Foster,Texas State University,1,21,"Jeff Foster, 1999"
1999,HOU,Kenny Thomas,New Mexico,1,22,"Kenny Thomas, 1999"
1999,LAL,Devean George,Augsburg College,1,23,"Devean George, 1999"
1999,UTA,Andrei Kirilenko,No US College,1,24,"Andrei Kirilenko, 1999"
1999,MIA,Tim James,Miami (FL),1,25,"Tim James, 1999"
1999,IND,Vonteego Cummings,Pitt,1,26,"Vonteego Cummings, 1999"
1999,ATL,Jumaine Jones,Georgia,1,27,"Jumaine Jones, 1999"
1999,UTA,Scott Padgett,Kentucky,1,28,"Scott Padgett, 1999"
1999,SAS,Leon Smith,No US College,1,29,"Leon Smith, 1999"
1999,LAL,John Celestand,Villanova,2,30,"John Celestand, 1999"
1999,LAC,Rico Hill,Illinois State,2,31,"Rico Hill, 1999"
1999,CHI,Michael Ruffin,Tulsa,2,32,"Michael Ruffin, 1999"
1999,DEN,Chris Herren,Fresno State,2,33,"Chris Herren, 1999"
1999,NJN,Evan Eschmeyer,Northwestern,2,34,"Evan Eschmeyer, 1999"
1999,WAS,Calvin Booth,Penn State,2,35,"Calvin Booth, 1999"
1999,DAL,Wang Zhizhi,No US College,2,36,"Wang Zhizhi, 1999"
1999,VAN,Obinna Ekezie,Maryland,2,37,"Obinna Ekezie, 1999"
1999,ORL,Laron Profit,Maryland,2,38,"Laron Profit, 1999"
1999,CLE,A.J. Bramlett,Arizona,2,39,"A.J. Bramlett, 1999"
1999,DAL,Gordan Giriček,No US College,2,40,"Gordan Giriček, 1999"
1999,DEN,Francisco Elson,California,2,41,"Francisco Elson, 1999"
1999,MIN,Louis Bullock,Michigan,2,42,"Louis Bullock, 1999"
1999,CHH,Lee Nailon,TCU,2,43,"Lee Nailon, 1999"
1999,HOU,Tyrone Washington,Mississippi State,2,44,"Tyrone Washington, 1999"
1999,SAC,Ryan Robertson,Kansas,2,45,"Ryan Robertson, 1999"
1999,NYK,J.R. Koch,Iowa,2,46,"J.R. Koch, 1999"
1999,PHI,Todd MacCulloch,Washington,2,47,"Todd MacCulloch, 1999"
1999,MIL,Galen Young,UNC Charlotte,2,48,"Galen Young, 1999"
1999,CHI,Lari Ketner,UMass,2,49,"Lari Ketner, 1999"
1999,HOU,Venson Hamilton,Nebraska,2,50,"Venson Hamilton, 1999"
1999,VAN,Antwain Smith,Saint Paul's College,2,51,"Antwain Smith, 1999"
1999,POR,Roberto Bergersen,Boise State,2,52,"Roberto Bergersen, 1999"
1999,MIA,Rodney Buford,Creighton,2,53,"Rodney Buford, 1999"
1999,DET,Melvin Levett,Cincinnati,2,54,"Melvin Levett, 1999"
1999,BOS,Kris Clack,Texas,2,55,"Kris Clack, 1999"
1999,GSW,Tim Young,Stanford,2,56,"Tim Young, 1999"
1999,SAS,Manu Ginóbili,No US College,2,57,"Manu Ginóbili, 1999"
1999,UTA,Eddie Lucas,Virginia Tech,2,58,"Eddie Lucas, 1999"
2000,NJN,Kenyon Martin,Cincinnati,1,1,"Kenyon Martin, 2000"
2000,VAN,Stromile Swift,LSU,1,2,"Stromile Swift, 2000"
2000,LAC,Darius Miles,No US College,1,3,"Darius Miles, 2000"
2000,CHI,Marcus Fizer,Iowa State,1,4,"Marcus Fizer, 2000"
2000,ORL,Mike Miller,Florida,1,5,"Mike Miller, 2000"
2000,ATL,DerMarr Johnson,Cincinnati,1,6,"DerMarr Johnson, 2000"
2000,CHI,Chris Mihm,Texas,1,7,"Chris Mihm, 2000"
2000,CLE,Jamal Crawford,Michigan,1,8,"Jamal Crawford, 2000"
2000,HOU,Joel Przybilla,Minnesota,1,9,"Joel Przybilla, 2000"
2000,ORL,Keyon Dooling,Missouri,1,10,"Keyon Dooling, 2000"
2000,BOS,Jérôme Moïso,UCLA,1,11,"Jérôme Moïso, 2000"
2000,DAL,Etan Thomas,Syracuse,1,12,"Etan Thomas, 2000"
2000,ORL,Courtney Alexander,Fresno State,1,13,"Courtney Alexander, 2000"
2000,DET,Mateen Cleaves,Michigan State,1,14,"Mateen Cleaves, 2000"
2000,MIL,Jason Collier,Georgia Tech,1,15,"Jason Collier, 2000"
2000,SAC,Hedo Türkoğlu,No US College,1,16,"Hedo Türkoğlu, 2000"
2000,SEA,Desmond Mason,Oklahoma State,1,17,"Desmond Mason, 2000"
2000,LAC,Quentin Richardson,DePaul,1,18,"Quentin Richardson, 2000"
2000,CHH,Jamaal Magloire,Kentucky,1,19,"Jamaal Magloire, 2000"
2000,PHI,Speedy Claxton,Hofstra,1,20,"Speedy Claxton, 2000"
2000,TOR,Morris Peterson,Michigan State,1,21,"Morris Peterson, 2000"
2000,NYK,Donnell Harvey,Florida,1,22,"Donnell Harvey, 2000"
2000,UTA,DeShawn Stevenson,No US College,1,23,"DeShawn Stevenson, 2000"
2000,CHI,Dalibor Bagarić,No US College,1,24,"Dalibor Bagarić, 2000"
2000,PHO,Jake Tsakalidis,No US College,1,25,"Jake Tsakalidis, 2000"
2000,DEN,Mamadou N'Diaye,Auburn,1,26,"Mamadou N'Diaye, 2000"
2000,IND,Primož Brezec,No US College,1,27,"Primož Brezec, 2000"
2000,POR,Erick Barkley,St. John's,1,28,"Erick Barkley, 2000"
2000,LAL,Mark Madsen,Stanford,1,29,"Mark Madsen, 2000"
2000,LAC,Marko Jarić,No US College,2,30,"Marko Jarić, 2000"
2000,DAL,Dan Langhi,Vanderbilt,2,31,"Dan Langhi, 2000"
2000,CHI,A.J. Guyton,Indiana,2,32,"A.J. Guyton, 2000"
2000,CHI,Jake Voskuhl,UConn,2,33,"Jake Voskuhl, 2000"
2000,CHI,Khalid El-Amin,UConn,2,34,"Khalid El-Amin, 2000"
2000,WAS,Mike Smith,Louisiana-Monroe,2,35,"Mike Smith, 2000"
2000,NJN,Soumaila Samake,No US College,2,36,"Soumaila Samake, 2000"
2000,MIA,Eddie House,Arizona State,2,37,"Eddie House, 2000"
2000,HOU,Eduardo Nájera,Oklahoma,2,38,"Eduardo Nájera, 2000"
2000,NYK,Lavor Postell,St. John's,2,39,"Lavor Postell, 2000"
2000,ATL,Hanno Möttölä,Utah,2,40,"Hanno Möttölä, 2000"
2000,SAS,Chris Carrawell,Duke,2,41,"Chris Carrawell, 2000"
2000,SEA,Olumide Oyedeji,No US College,2,42,"Olumide Oyedeji, 2000"
2000,MIL,Michael Redd,Ohio State,2,43,"Michael Redd, 2000"
2000,DET,Brian Cardinal,Purdue,2,44,"Brian Cardinal, 2000"
2000,SAC,Jabari Smith,LSU,2,45,"Jabari Smith, 2000"
2000,TOR,DeeAndre Hulett,College of the Sequoias,2,46,"DeeAndre Hulett, 2000"
2000,SEA,Josip Sesar,No US College,2,47,"Josip Sesar, 2000"
2000,PHI,Mark Karcher,Temple,2,48,"Mark Karcher, 2000"
2000,MIL,Jason Hart,Syracuse,2,49,"Jason Hart, 2000"
2000,UTA,Kaniel Dickens,Idaho,2,50,"Kaniel Dickens, 2000"
2000,MIN,Igor Rakočević,No US College,2,51,"Igor Rakočević, 2000"
2000,MIA,Ernest Brown,Indian Hills Community College,2,52,"Ernest Brown, 2000"
2000,DEN,Dan McClintock,Northern Arizona University,2,53,"Dan McClintock, 2000"
2000,SAS,Cory Hightower,Indian Hills Community College,2,54,"Cory Hightower, 2000"
2000,GSW,Chris Porter,Auburn,2,55,"Chris Porter, 2000"
2000,IND,Jaquay Walls,Colorado,2,56,"Jaquay Walls, 2000"
2000,ATL,Scoonie Penn,Ohio State,2,57,"Scoonie Penn, 2000"
2000,DAL,Pete Mickeal,Cincinnati,2,58,"Pete Mickeal, 2000"
2001,WAS,Kwame Brown,No US College,1,1,"Kwame Brown, 2001"
2001,LAC,Tyson Chandler,No US College,1,2,"Tyson Chandler, 2001"
2001,ATL,Pau Gasol,No US College,1,3,"Pau Gasol, 2001"
2001,CHI,Eddy Curry,No US College,1,4,"Eddy Curry, 2001"
2001,GSW,Jason Richardson,Michigan State,1,5,"Jason Richardson, 2001"
2001,MEM,Shane Battier,Duke,1,6,"Shane Battier, 2001"
2001,NJN,Eddie Griffin,Seton Hall,1,7,"Eddie Griffin, 2001"
2001,CLE,DeSagana Diop,No US College,1,8,"DeSagana Diop, 2001"
2001,DET,Rodney White,UNC Charlotte,1,9,"Rodney White, 2001"
2001,BOS,Joe Johnson,Arkansas,1,10,"Joe Johnson, 2001"
2001,BOS,Kedrick Brown,Okaloosa-Walton Community College,1,11,"Kedrick Brown, 2001"
2001,SEA,Vladimir Radmanović,No US College,1,12,"Vladimir Radmanović, 2001"
2001,HOU,Richard Jefferson,Arizona,1,13,"Richard Jefferson, 2001"
2001,GSW,Troy Murphy,Notre Dame,1,14,"Troy Murphy, 2001"
2001,ORL,Steven Hunter,DePaul,1,15,"Steven Hunter, 2001"
2001,CHH,Kirk Haston,Indiana,1,16,"Kirk Haston, 2001"
2001,TOR,Michael Bradley,Villanova,1,17,"Michael Bradley, 2001"
2001,HOU,Jason Collins,Stanford,1,18,"Jason Collins, 2001"
2001,POR,Zach Randolph,Michigan State,1,19,"Zach Randolph, 2001"
2001,CLE,Brendan Haywood,UNC,1,20,"Brendan Haywood, 2001"
2001,BOS,Joseph Forte,UNC,1,21,"Joseph Forte, 2001"
2001,ORL,Jeryl Sasser,SMU,1,22,"Jeryl Sasser, 2001"
2001,HOU,Brandon Armstrong,Pepperdine,1,23,"Brandon Armstrong, 2001"
2001,UTA,Raül López,No US College,1,24,"Raül López, 2001"
2001,SAC,Gerald Wallace,Alabama,1,25,"Gerald Wallace, 2001"
2001,PHI,Samuel Dalembert,Seton Hall,1,26,"Samuel Dalembert, 2001"
2001,MEM,Jamaal Tinsley,Iowa State,1,27,"Jamaal Tinsley, 2001"
2001,SAS,Tony Parker,No US College,1,28,"Tony Parker, 2001"
2001,CHI,Trenton Hassell,Austin Peay State University,2,29,"Trenton Hassell, 2001"
2001,GSW,Gilbert Arenas,Arizona,2,30,"Gilbert Arenas, 2001"
2001,ORL,Omar Cook,St. John's,2,31,"Omar Cook, 2001"
2001,MEM,Will Solomon,Clemson,2,32,"Will Solomon, 2001"
2001,ATL,Terence Morris,Maryland,2,33,"Terence Morris, 2001"
2001,NJN,Brian Scalabrine,USC,2,34,"Brian Scalabrine, 2001"
2001,CLE,Jeff Trepagnier,USC,2,35,"Jeff Trepagnier, 2001"
2001,PHI,Damone Brown,Syracuse,2,36,"Damone Brown, 2001"
2001,DET,Mehmet Okur,No US College,2,37,"Mehmet Okur, 2001"
2001,NYK,Michael Wright,Arizona,2,38,"Michael Wright, 2001"
2001,SEA,Earl Watson,UCLA,2,39,"Earl Watson, 2001"
2001,IND,Jamison Brewer,Auburn,2,40,"Jamison Brewer, 2001"
2001,SEA,Bobby Simmons,DePaul,2,41,"Bobby Simmons, 2001"
2001,NYK,Eric Chenowith,Kansas,2,42,"Eric Chenowith, 2001"
2001,DAL,Kyle Hill,Eastern Illinois University,2,43,"Kyle Hill, 2001"
2001,CHI,Sean Lampley,California,2,44,"Sean Lampley, 2001"
2001,MIN,Loren Woods,Arizona,2,45,"Loren Woods, 2001"
2001,DEN,Ousmane Cisse,No US College,2,46,"Ousmane Cisse, 2001"
2001,MEM,Antonis Fotsis,No US College,2,47,"Antonis Fotsis, 2001"
2001,MIA,Ken Johnson,Ohio State,2,48,"Ken Johnson, 2001"
2001,POR,Ruben Boumtje-Boumtje,Georgetown,2,49,"Ruben Boumtje-Boumtje, 2001"
2001,PHO,Alton Ford,Houston,2,50,"Alton Ford, 2001"
2001,MIL,Andre Hutson,Michigan State,2,51,"Andre Hutson, 2001"
2001,UTA,Jarron Collins,Stanford,2,52,"Jarron Collins, 2001"
2001,DAL,Kenny Satterfield,Cincinnati,2,53,"Kenny Satterfield, 2001"
2001,SAC,Maurice Jeffers,Saint Louis,2,54,"Maurice Jeffers, 2001"
2001,SAS,Robertas Javtokas,No US College,2,55,"Robertas Javtokas, 2001"
2001,PHI,Alvin Jones,Georgia Tech,2,56,"Alvin Jones, 2001"
2001,SAS,Bryan Bracey,Oregon,2,57,"Bryan Bracey, 2001"
2002,HOU,Yao Ming,No US College,1,1,"Yao Ming, 2002"
2002,CHI,Jay Williams,Duke,1,2,"Jay Williams, 2002"
2002,GSW,Mike Dunleavy,Duke,1,3,"Mike Dunleavy, 2002"
2002,MEM,Drew Gooden,Kansas,1,4,"Drew Gooden, 2002"
2002,DEN,Nikoloz Tskitishvili,No US College,1,5,"Nikoloz Tskitishvili, 2002"
2002,CLE,Dajuan Wagner,Memphis,1,6,"Dajuan Wagner, 2002"
2002,NYK,Nenê,No US College,1,7,"Nenê, 2002"
2002,LAC,Chris Wilcox,Maryland,1,8,"Chris Wilcox, 2002"
2002,PHO,Amar'e Stoudemire,No US College,1,9,"Amar'e Stoudemire, 2002"
2002,MIA,Caron Butler,UConn,1,10,"Caron Butler, 2002"
2002,WAS,Jared Jeffries,Indiana,1,11,"Jared Jeffries, 2002"
2002,LAC,Melvin Ely,Fresno State,1,12,"Melvin Ely, 2002"
2002,MIL,Marcus Haislip,Tennessee,1,13,"Marcus Haislip, 2002"
2002,IND,Fred Jones,Oregon,1,14,"Fred Jones, 2002"
2002,HOU,Boštjan Nachbar,No US College,1,15,"Boštjan Nachbar, 2002"
2002,PHI,Jiří Welsch,No US College,1,16,"Jiří Welsch, 2002"
2002,WAS,Juan Dixon,Maryland,1,17,"Juan Dixon, 2002"
2002,ORL,Curtis Borchardt,Stanford,1,18,"Curtis Borchardt, 2002"
2002,UTA,Ryan Humphrey,Notre Dame,1,19,"Ryan Humphrey, 2002"
2002,TOR,Kareem Rush,Missouri,1,20,"Kareem Rush, 2002"
2002,POR,Qyntel Woods,Northeast Mississippi Community College,1,21,"Qyntel Woods, 2002"
2002,PHO,Casey Jacobsen,Stanford,1,22,"Casey Jacobsen, 2002"
2002,DET,Tayshaun Prince,Kentucky,1,23,"Tayshaun Prince, 2002"
2002,NJN,Nenad Krstić,No US College,1,24,"Nenad Krstić, 2002"
2002,DEN,Frank Williams,Illinois,1,25,"Frank Williams, 2002"
2002,SAS,John Salmons,Miami (FL),1,26,"John Salmons, 2002"
2002,LAL,Chris Jefferies,Fresno State,1,27,"Chris Jefferies, 2002"
2002,SAC,Dan Dickau,Gonzaga,1,28,"Dan Dickau, 2002"
2002,GSW,Steve Logan,Cincinnati,2,29,"Steve Logan, 2002"
2002,CHI,Roger Mason,Virginia,2,30,"Roger Mason, 2002"
2002,MEM,Robert Archibald,Illinois,2,31,"Robert Archibald, 2002"
2002,DEN,Vincent Yarbrough,Tennessee,2,32,"Vincent Yarbrough, 2002"
2002,MIL,Dan Gadzuric,UCLA,2,33,"Dan Gadzuric, 2002"
2002,CLE,Carlos Boozer,Duke,2,34,"Carlos Boozer, 2002"
2002,NYK,Milos Vujanic,No US College,2,35,"Milos Vujanic, 2002"
2002,ATL,David Andersen,No US College,2,36,"David Andersen, 2002"
2002,HOU,Tito Maddox,Fresno State,2,37,"Tito Maddox, 2002"
2002,WAS,Rod Grizzard,Alabama,2,38,"Rod Grizzard, 2002"
2002,WAS,Juan Carlos Navarro,No US College,2,39,"Juan Carlos Navarro, 2002"
2002,LAC,Mario Kasun,No US College,2,40,"Mario Kasun, 2002"
2002,MIL,Ronald Murray,Shaw,2,41,"Ronald Murray, 2002"
2002,POR,Jason Jennings,Arkansas State University,2,42,"Jason Jennings, 2002"
2002,CHI,Lonny Baxter,Maryland,2,43,"Lonny Baxter, 2002"
2002,PHI,Sam Clancy,USC,2,44,"Sam Clancy, 2002"
2002,MEM,Matt Barnes,UCLA,2,45,"Matt Barnes, 2002"
2002,UTA,Jamal Sampson,California,2,46,"Jamal Sampson, 2002"
2002,MIL,Chris Owens,Texas,2,47,"Chris Owens, 2002"
2002,SEA,Peter Fehse,No US College,2,48,"Peter Fehse, 2002"
2002,BOS,Darius Songaila,Wake Forest,2,49,"Darius Songaila, 2002"
2002,POR,Federico Kammerichs,No US College,2,50,"Federico Kammerichs, 2002"
2002,MIN,Marcus Taylor,Michigan State,2,51,"Marcus Taylor, 2002"
2002,MIA,Rasual Butler,La Salle,2,52,"Rasual Butler, 2002"
2002,NJN,Tamar Slay,Marshall,2,53,"Tamar Slay, 2002"
2002,DAL,Mladen Sekularac,No US College,2,54,"Mladen Sekularac, 2002"
2002,SAS,Luis Scola,No US College,2,55,"Luis Scola, 2002"
2002,SAS,Randy Holcomb,San Diego State,2,56,"Randy Holcomb, 2002"
2002,SAC,Corsley Edwards,Central Connecticut State University,2,57,"Corsley Edwards, 2002"
2003,CLE,LeBron James,No US College,1,1,"LeBron James, 2003"
2003,DET,Darko Miličić,No US College,1,2,"Darko Miličić, 2003"
2003,DEN,Carmelo Anthony,Syracuse,1,3,"Carmelo Anthony, 2003"
2003,TOR,Chris Bosh,Georgia Tech,1,4,"Chris Bosh, 2003"
2003,MIA,Dwyane Wade,Marquette,1,5,"Dwyane Wade, 2003"
2003,LAC,Chris Kaman,Central Michigan University,1,6,"Chris Kaman, 2003"
2003,CHI,Kirk Hinrich,Kansas,1,7,"Kirk Hinrich, 2003"
2003,MIL,T.J. Ford,Texas,1,8,"T.J. Ford, 2003"
2003,NYK,Mike Sweetney,Georgetown,1,9,"Mike Sweetney, 2003"
2003,WAS,Jarvis Hayes,Georgia,1,10,"Jarvis Hayes, 2003"
2003,GSW,Mickaël Piétrus,No US College,1,11,"Mickaël Piétrus, 2003"
2003,SEA,Nick Collison,Kansas,1,12,"Nick Collison, 2003"
2003,MEM,Marcus Banks,UNLV,1,13,"Marcus Banks, 2003"
2003,SEA,Luke Ridnour,Oregon,1,14,"Luke Ridnour, 2003"
2003,ORL,Reece Gaines,Louisville,1,15,"Reece Gaines, 2003"
2003,BOS,Troy Bell,Boston College,1,16,"Troy Bell, 2003"
2003,PHO,Žarko Čabarkapa,No US College,1,17,"Žarko Čabarkapa, 2003"
2003,NOH,David West,Xavier,1,18,"David West, 2003"
2003,UTA,Sasha Pavlović,No US College,1,19,"Sasha Pavlović, 2003"
2003,BOS,Dahntay Jones,Duke,1,20,"Dahntay Jones, 2003"
2003,ATL,Boris Diaw,No US College,1,21,"Boris Diaw, 2003"
2003,NJN,Zoran Planinić,No US College,1,22,"Zoran Planinić, 2003"
2003,POR,Travis Outlaw,No US College,1,23,"Travis Outlaw, 2003"
2003,LAL,Brian Cook,Illinois,1,24,"Brian Cook, 2003"
2003,DET,Carlos Delfino,No US College,1,25,"Carlos Delfino, 2003"
2003,MIN,Ndudi Ebi,No US College,1,26,"Ndudi Ebi, 2003"
2003,MEM,Kendrick Perkins,No US College,1,27,"Kendrick Perkins, 2003"
2003,SAS,Leandro Barbosa,No US College,1,28,"Leandro Barbosa, 2003"
2003,DAL,Josh Howard,Wake Forest,1,29,"Josh Howard, 2003"
2003,NYK,Maciej Lampe,No US College,2,30,"Maciej Lampe, 2003"
2003,CLE,Jason Kapono,UCLA,2,31,"Jason Kapono, 2003"
2003,LAL,Luke Walton,Arizona,2,32,"Luke Walton, 2003"
2003,MIA,Jerome Beasley,University of North Dakota,2,33,"Jerome Beasley, 2003"
2003,LAC,Sofoklis Schortsanitis,No US College,2,34,"Sofoklis Schortsanitis, 2003"
2003,MIL,Szymon Szewczyk,No US College,2,35,"Szymon Szewczyk, 2003"
2003,CHI,Mario Austin,Mississippi State,2,36,"Mario Austin, 2003"
2003,ATL,Travis Hansen,BYU,2,37,"Travis Hansen, 2003"
2003,WAS,Steve Blake,Maryland,2,38,"Steve Blake, 2003"
2003,NYK,Slavko Vraneš,No US College,2,39,"Slavko Vraneš, 2003"
2003,GSW,Derrick Zimmerman,Mississippi State,2,40,"Derrick Zimmerman, 2003"
2003,SEA,Willie Green,Detroit Mercy,2,41,"Willie Green, 2003"
2003,ORL,Zaza Pachulia,No US College,2,42,"Zaza Pachulia, 2003"
2003,MIL,Keith Bogans,Kentucky,2,43,"Keith Bogans, 2003"
2003,HOU,Malick Badiane,No US College,2,44,"Malick Badiane, 2003"
2003,CHI,Matt Bonner,Florida,2,45,"Matt Bonner, 2003"
2003,DEN,Sani Bečirovič,No US College,2,46,"Sani Bečirovič, 2003"
2003,UTA,Mo Williams,Alabama,2,47,"Mo Williams, 2003"
2003,NOH,James Lang,No US College,2,48,"James Lang, 2003"
2003,IND,James Jones,Miami (FL),2,49,"James Jones, 2003"
2003,PHI,Paccelis Morlende,No US College,2,50,"Paccelis Morlende, 2003"
2003,NJN,Kyle Korver,Creighton,2,51,"Kyle Korver, 2003"
2003,TOR,Remon Van de Hare,No US College,2,52,"Remon Van de Hare, 2003"
2003,CHI,Tommy Smith,Arizona State,2,53,"Tommy Smith, 2003"
2003,POR,Nedžad Sinanović,No US College,2,54,"Nedžad Sinanović, 2003"
2003,MIN,Rick Rickert,Minnesota,2,55,"Rick Rickert, 2003"
2003,BOS,Brandon Hunter,Ohio University,2,56,"Brandon Hunter, 2003"
2003,DAL,Xue Yuyang,No US College,2,57,"Xue Yuyang, 2003"
2003,DET,Andreas Glyniadakis,No US College,2,58,"Andreas Glyniadakis, 2003"
2004,ORL,Dwight Howard,No US College,1,1,"Dwight Howard, 2004"
2004,CHA,Emeka Okafor,UConn,1,2,"Emeka Okafor, 2004"
2004,CHI,Ben Gordon,UConn,1,3,"Ben Gordon, 2004"
2004,LAC,Shaun Livingston,No US College,1,4,"Shaun Livingston, 2004"
2004,WAS,Devin Harris,Wisconsin,1,5,"Devin Harris, 2004"
2004,ATL,Josh Childress,Stanford,1,6,"Josh Childress, 2004"
2004,PHO,Luol Deng,Duke,1,7,"Luol Deng, 2004"
2004,TOR,Rafael Araújo,BYU,1,8,"Rafael Araújo, 2004"
2004,PHI,Andre Iguodala,Arizona,1,9,"Andre Iguodala, 2004"
2004,CLE,Luke Jackson,Oregon,1,10,"Luke Jackson, 2004"
2004,GSW,Andris Biedriņš,No US College,1,11,"Andris Biedriņš, 2004"
2004,SEA,Robert Swift,No US College,1,12,"Robert Swift, 2004"
2004,POR,Sebastian Telfair,No US College,1,13,"Sebastian Telfair, 2004"
2004,UTA,Kris Humphries,Minnesota,1,14,"Kris Humphries, 2004"
2004,BOS,Al Jefferson,No US College,1,15,"Al Jefferson, 2004"
2004,UTA,Kirk Snyder,Nevada,1,16,"Kirk Snyder, 2004"
2004,ATL,Josh Smith,No US College,1,17,"Josh Smith, 2004"
2004,NOH,J.R. Smith,No US College,1,18,"J.R. Smith, 2004"
2004,MIA,Dorell Wright,No US College,1,19,"Dorell Wright, 2004"
2004,DEN,Jameer Nelson,Saint Joseph's,1,20,"Jameer Nelson, 2004"
2004,UTA,Pavel Podkolzin,No US College,1,21,"Pavel Podkolzin, 2004"
2004,NJN,Viktor Khryapa,No US College,1,22,"Viktor Khryapa, 2004"
2004,POR,Sergei Monia,No US College,1,23,"Sergei Monia, 2004"
2004,BOS,Delonte West,Saint Joseph's,1,24,"Delonte West, 2004"
2004,BOS,Tony Allen,Oklahoma State,1,25,"Tony Allen, 2004"
2004,SAC,Kevin Martin,Western Carolina,1,26,"Kevin Martin, 2004"
2004,LAL,Sasha Vujačić,No US College,1,27,"Sasha Vujačić, 2004"
2004,SAS,Beno Udrih,No US College,1,28,"Beno Udrih, 2004"
2004,IND,David Harrison,Colorado,1,29,"David Harrison, 2004"
2004,ORL,Anderson Varejão,No US College,2,30,"Anderson Varejão, 2004"
2004,CHI,Jackson Vroman,Iowa State,2,31,"Jackson Vroman, 2004"
2004,WAS,Peter John Ramos,No US College,2,32,"Peter John Ramos, 2004"
2004,LAC,Lionel Chalmers,Xavier,2,33,"Lionel Chalmers, 2004"
2004,ATL,Donta Smith,Southeastern Illinois College,2,34,"Donta Smith, 2004"
2004,SEA,Andre Emmett,Texas Tech,2,35,"Andre Emmett, 2004"
2004,ORL,Antonio Burks,Memphis,2,36,"Antonio Burks, 2004"
2004,ATL,Royal Ivey,Texas,2,37,"Royal Ivey, 2004"
2004,CHI,Chris Duhon,Duke,2,38,"Chris Duhon, 2004"
2004,TOR,Albert Miralles,No US College,2,39,"Albert Miralles, 2004"
2004,BOS,Justin Reed,Ole Miss,2,40,"Justin Reed, 2004"
2004,SEA,David Young,NC Central,2,41,"David Young, 2004"
2004,ATL,Viktor Sanikidze,No US College,2,42,"Viktor Sanikidze, 2004"
2004,NYK,Trevor Ariza,UCLA,2,43,"Trevor Ariza, 2004"
2004,NOH,Tim Pickett,Florida State,2,44,"Tim Pickett, 2004"
2004,CHA,Bernard Robinson,Michigan,2,45,"Bernard Robinson, 2004"
2004,POR,Ha Seung-Jin,No US College,2,46,"Ha Seung-Jin, 2004"
2004,MIA,Pape Sow,Cal State Fullerton,2,47,"Pape Sow, 2004"
2004,SAC,Ricky Minard,Morehead State University,2,48,"Ricky Minard, 2004"
2004,MEM,Sergei Lishouk,No US College,2,49,"Sergei Lishouk, 2004"
2004,DAL,Vassilis Spanoulis,No US College,2,50,"Vassilis Spanoulis, 2004"
2004,NJN,Christian Drejer,Florida,2,51,"Christian Drejer, 2004"
2004,SAS,Romain Sato,Xavier,2,52,"Romain Sato, 2004"
2004,MIA,Matt Freije,Vanderbilt,2,53,"Matt Freije, 2004"
2004,DET,Rickey Paulding,Missouri,2,54,"Rickey Paulding, 2004"
2004,HOU,Luis Flores,Manhattan College,2,55,"Luis Flores, 2004"
2004,LAL,Marcus Douthit,Providence,2,56,"Marcus Douthit, 2004"
2004,SAS,Sergei Karaulov,No US College,2,57,"Sergei Karaulov, 2004"
2004,MIN,Blake Stepp,Gonzaga,2,58,"Blake Stepp, 2004"
2004,IND,Rashad Wright,Georgia,2,59,"Rashad Wright, 2004"
2005,MIL,Andrew Bogut,Utah,1,1,"Andrew Bogut, 2005"
2005,ATL,Marvin Williams,UNC,1,2,"Marvin Williams, 2005"
2005,UTA,Deron Williams,Illinois,1,3,"Deron Williams, 2005"
2005,NOH,Chris Paul,Wake Forest,1,4,"Chris Paul, 2005"
2005,CHA,Raymond Felton,UNC,1,5,"Raymond Felton, 2005"
2005,POR,Martell Webster,No US College,1,6,"Martell Webster, 2005"
2005,TOR,Charlie Villanueva,UConn,1,7,"Charlie Villanueva, 2005"
2005,NYK,Channing Frye,Arizona,1,8,"Channing Frye, 2005"
2005,GSW,Ike Diogu,Arizona State,1,9,"Ike Diogu, 2005"
2005,LAL,Andrew Bynum,No US College,1,10,"Andrew Bynum, 2005"
2005,ORL,Fran Vázquez,No US College,1,11,"Fran Vázquez, 2005"
2005,LAC,Yaroslav Korolev,No US College,1,12,"Yaroslav Korolev, 2005"
2005,CHA,Sean May,UNC,1,13,"Sean May, 2005"
2005,MIN,Rashad McCants,UNC,1,14,"Rashad McCants, 2005"
2005,NJN,Antoine Wright,Texas A&M,1,15,"Antoine Wright, 2005"
2005,TOR,Joey Graham,Oklahoma State,1,16,"Joey Graham, 2005"
2005,IND,Danny Granger,New Mexico,1,17,"Danny Granger, 2005"
2005,BOS,Gerald Green,No US College,1,18,"Gerald Green, 2005"
2005,MEM,Hakim Warrick,Syracuse,1,19,"Hakim Warrick, 2005"
2005,DEN,Julius Hodge,NC State,1,20,"Julius Hodge, 2005"
2005,PHO,Nate Robinson,Washington,1,21,"Nate Robinson, 2005"
2005,DEN,Jarrett Jack,Georgia Tech,1,22,"Jarrett Jack, 2005"
2005,SAC,Francisco García,Louisville,1,23,"Francisco García, 2005"
2005,HOU,Luther Head,Illinois,1,24,"Luther Head, 2005"
