,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
2,Career,NC State,,16,0,36.0,1.1,8.9,0.125,0.0,0.0,,1.1,8.9,0.125,3.3,4.4,0.75,6.7,0.0,0.0,0.0,2.2,4.4,6.7,Max Farthing
0,2015-16,Idaho State,Big Sky,17,9,402.0,7.3,18.2,0.39899999999999997,4.1,8.5,0.48200000000000004,3.2,9.8,0.327,4.4,6.1,0.721,3.9,1.5,2.0,0.2,4.1,2.6,22.1,Ali Faruq-Bey
1,Career,Idaho State,,17,9,402.0,7.3,18.2,0.39899999999999997,4.1,8.5,0.48200000000000004,3.2,9.8,0.327,4.4,6.1,0.721,3.9,1.5,2.0,0.2,4.1,2.6,22.1,Ali Faruq-Bey
0,1989-90,UMBC,Ind,28,,,,,0.455,,,0.455,,,,,,0.47200000000000003,,,,,,,,Emmanuel Fasaye
1,1990-91,UMBC,ECC,29,8.0,,,,0.363,,,0.363,,,,,,0.7,,,,,,,,Emmanuel Fasaye
2,1991-92,UMBC,ECC,25,0.0,230.0,4.3,11.7,0.373,4.3,11.7,0.373,0.0,0.0,,4.3,6.1,0.7140000000000001,9.6,0.3,1.0,1.6,5.2,7.0,13.0,Emmanuel Fasaye
3,1992-93,UMBC,Big South,28,,321.0,4.7,11.3,0.418,4.7,11.2,0.42200000000000004,0.0,0.1,0.0,3.0,5.2,0.5710000000000001,9.7,1.0,1.1,0.6,3.4,6.7,12.5,Emmanuel Fasaye
4,Career,UMBC,,110,8.0,551.0,11.3,27.8,0.40700000000000003,11.3,27.7,0.408,0.0,0.1,0.0,7.4,12.3,0.6,22.8,2.0,2.9,2.8,6.5,10.9,30.1,Emmanuel Fasaye
0,1996-97,Fairleigh Dickinson,NEC,25,,,,,0.385,,,0.467,,,0.21600000000000003,,,0.636,,,,,,,,Tedaryl Fason
1,1997-98,Fairleigh Dickinson,NEC,16,,,,,0.418,,,0.5,,,0.133,,,0.75,,,,,,,,Tedaryl Fason
2,Career,Fairleigh Dickinson,,41,,,,,0.395,,,0.478,,,0.19699999999999998,,,0.6779999999999999,,,,,,,,Tedaryl Fason
0,1996-97,Santa Clara,WCC,23,,,,,0.5,,,0.619,,,0.0,,,0.667,,,,,,,,Nathan Fast
1,1997-98,Santa Clara,WCC,28,,678.0,6.0,12.9,0.466,3.6,7.0,0.517,2.4,6.0,0.406,2.3,3.2,0.722,7.1,1.9,0.8,0.2,,,16.8,Nathan Fast
2,1998-99,Santa Clara,WCC,29,,,,,0.484,,,0.541,,,0.35600000000000004,,,0.74,,,,,,,,Nathan Fast
3,1999-00,Santa Clara,WCC,29,27.0,823.0,6.5,14.0,0.462,3.6,6.6,0.551,2.8,7.4,0.382,4.1,5.0,0.8240000000000001,5.5,2.2,1.5,0.1,2.0,2.6,19.8,Nathan Fast
4,Career,Santa Clara,,109,27.0,1501.0,11.0,23.2,0.47200000000000003,7.3,13.5,0.541,3.6,9.6,0.376,6.0,7.8,0.762,10.6,4.0,2.1,0.2,,,31.5,Nathan Fast
0,2005-06,Norfolk State,MEAC,28,5,463.0,2.6,6.0,0.435,2.6,6.0,0.435,0.0,0.0,,1.3,3.3,0.395,3.8,4.0,1.1,0.0,5.0,4.5,6.5,Brian Faulcon
1,Career,Norfolk State,,28,5,463.0,2.6,6.0,0.435,2.6,6.0,0.435,0.0,0.0,,1.3,3.3,0.395,3.8,4.0,1.1,0.0,5.0,4.5,6.5,Brian Faulcon
0,1998-99,Richmond,CAA,27,3,243.0,2.8,7.4,0.37799999999999995,2.5,6.6,0.375,0.3,0.8,0.4,0.3,1.0,0.33299999999999996,7.4,1.5,0.2,4.6,2.3,4.4,6.3,Tim Faulconer
1,1999-00,Richmond,CAA,30,23,572.0,3.8,6.9,0.545,2.9,5.3,0.5529999999999999,0.8,1.6,0.522,1.8,3.6,0.51,7.9,0.6,0.5,5.1,1.7,5.9,10.2,Tim Faulconer
2,2000-01,Richmond,CAA,29,21,491.0,3.5,7.2,0.489,3.2,5.6,0.565,0.3,1.5,0.21100000000000002,2.3,3.6,0.636,8.2,0.6,0.4,5.3,1.4,4.6,9.6,Tim Faulconer
3,2001-02,Richmond,A-10,30,1,214.0,2.1,5.4,0.379,1.7,4.1,0.409,0.4,1.3,0.28600000000000003,0.9,2.4,0.385,7.1,1.1,0.6,3.2,1.5,7.1,5.4,Tim Faulconer
4,Career,Richmond,,116,48,1520.0,3.3,6.9,0.479,2.8,5.4,0.507,0.5,1.4,0.37,1.6,3.0,0.535,7.8,0.8,0.4,4.8,1.7,5.4,8.7,Tim Faulconer
0,2017-18,Columbia,Ivy,26,1,369.0,5.7,9.6,0.596,5.7,9.6,0.596,0.0,0.0,,1.1,2.5,0.435,9.1,1.1,0.9,2.8,2.3,4.8,12.6,Jaron Faulds
1,2019-20,Michigan,Big Ten,5,0,9.0,4.4,8.9,0.5,4.4,8.9,0.5,0.0,0.0,,8.9,8.9,1.0,31.1,0.0,0.0,0.0,8.9,4.4,17.8,Jaron Faulds
2,2020-21,Michigan,Big Ten,9,0,26.0,3.1,13.8,0.222,3.1,13.8,0.222,0.0,0.0,,0.0,0.0,,7.7,0.0,0.0,0.0,1.5,10.8,6.2,Jaron Faulds
3,Career,Overall,,40,1,404.0,5.5,9.9,0.56,5.5,9.9,0.56,0.0,0.0,,1.2,2.5,0.48,9.5,1.0,0.8,2.6,2.4,5.1,12.3,Jaron Faulds
4,,Columbia,,26,1,369.0,5.7,9.6,0.596,5.7,9.6,0.596,0.0,0.0,,1.1,2.5,0.435,9.1,1.1,0.9,2.8,2.3,4.8,12.6,Jaron Faulds
5,,Michigan,,14,0,35.0,3.4,12.6,0.273,3.4,12.6,0.273,0.0,0.0,,2.3,2.3,1.0,13.7,0.0,0.0,0.0,3.4,9.1,9.1,Jaron Faulds
0,2000-01,Georgia Southern,Southern,29,19,,,,0.40299999999999997,,,0.40399999999999997,,,0.4,,,0.5870000000000001,,,,,,,,Kenny Faulk
1,2001-02,Georgia Southern,Southern,1,0,12.0,3.3,10.0,0.33299999999999996,3.3,6.7,0.5,0.0,3.3,0.0,13.3,20.0,0.667,16.7,3.3,3.3,0.0,3.3,6.7,20.0,Kenny Faulk
2,2002-03,Georgia Southern,Southern,5,4,71.0,3.9,12.4,0.318,2.8,5.6,0.5,1.1,6.8,0.16699999999999998,6.8,11.3,0.6,9.0,3.4,2.3,0.0,5.6,4.5,15.8,Kenny Faulk
3,2003-04,Georgia Southern,Southern,9,0,46.0,1.7,10.4,0.16699999999999998,1.7,6.1,0.28600000000000003,0.0,4.3,0.0,3.5,7.0,0.5,6.1,3.5,0.0,0.0,1.7,3.5,7.0,Kenny Faulk
4,Career,Georgia Southern,,44,23,129.0,22.9,60.8,0.37799999999999995,14.3,35.0,0.40700000000000003,8.7,25.7,0.337,14.6,24.8,0.588,30.1,10.5,5.3,0.3,11.8,21.4,69.1,Kenny Faulk
0,2010-11,Hartford,AEC,13,0,53.0,2.3,9.1,0.25,2.3,8.3,0.273,0.0,0.8,0.0,2.3,5.3,0.429,9.8,0.0,0.8,3.8,3.8,6.0,6.8,Oren Faulk
1,2011-12,Hartford,AEC,26,3,179.0,3.8,7.8,0.486,3.8,7.8,0.486,0.0,0.0,,2.2,4.9,0.455,7.2,1.8,0.4,0.7,3.1,8.0,9.8,Oren Faulk
2,2012-13,Hartford,AEC,30,0,232.0,2.1,6.7,0.308,2.1,6.7,0.308,0.0,0.0,,3.4,5.2,0.667,5.0,1.9,1.7,1.7,3.4,5.9,7.6,Oren Faulk
3,2013-14,Hartford,AEC,33,17,481.0,4.3,7.8,0.5529999999999999,4.3,7.4,0.584,0.0,0.4,0.0,1.6,3.3,0.475,6.2,3.2,1.1,1.2,3.6,5.9,10.2,Oren Faulk
4,Career,Hartford,,102,20,945.0,3.6,7.6,0.467,3.6,7.4,0.483,0.0,0.3,0.0,2.2,4.2,0.525,6.3,2.5,1.1,1.4,3.5,6.3,9.3,Oren Faulk
0,2004-05,VCU,CAA,24,0,210.0,1.5,3.2,0.47100000000000003,1.5,3.2,0.47100000000000003,0.0,0.0,,1.3,3.2,0.41200000000000003,7.6,1.0,1.0,2.9,1.7,6.7,4.4,Sam Faulk
1,2005-06,VCU,CAA,27,19,452.0,1.4,3.1,0.457,1.4,3.1,0.457,0.0,0.0,,1.0,1.8,0.55,8.6,0.4,1.4,1.4,1.1,6.6,3.8,Sam Faulk
2,2006-07,VCU,CAA,6,0,30.0,4.0,6.7,0.6,4.0,6.7,0.6,0.0,0.0,,0.0,0.0,,6.7,0.0,0.0,0.0,0.0,2.7,8.0,Sam Faulk
3,Career,VCU,,57,19,692.0,1.6,3.3,0.474,1.6,3.3,0.474,0.0,0.0,,1.0,2.1,0.486,8.2,0.6,1.2,1.8,1.2,6.5,4.2,Sam Faulk
0,1998-99,Monmouth,NEC,25,,,,,0.415,,,0.483,,,0.326,,,0.753,,,,,,,,Aaron Faulkner
1,Career,Monmouth,,25,,,,,0.415,,,0.483,,,0.326,,,0.753,,,,,,,,Aaron Faulkner
0,1996-97,Marshall,Southern,11,,,,,0.111,,,0.33299999999999996,,,0.0,,,0.0,,,,,,,,Brian Faulkner
1,1997-98,Marshall,MAC,4,0.0,10.0,8.0,12.0,0.667,4.0,8.0,0.5,4.0,4.0,1.0,4.0,8.0,0.5,12.0,0.0,0.0,0.0,4.0,0.0,24.0,Brian Faulkner
2,1998-99,Marshall,MAC,4,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,Brian Faulkner
3,1999-00,Marshall,MAC,9,9.0,,,,0.0,,,,,,0.0,,,,,,,,,,,Brian Faulkner
4,Career,Marshall,,28,9.0,10.0,12.0,92.0,0.13,8.0,24.0,0.33299999999999996,4.0,68.0,0.059000000000000004,4.0,16.0,0.25,20.0,8.0,8.0,0.0,4.0,16.0,32.0,Brian Faulkner
0,1993-94,VMI,Southern,28,,,,,0.36200000000000004,,,0.344,,,0.377,,,0.7020000000000001,,,,,,,,Darryl Faulkner
1,1996-97,VMI,Southern,28,,834.0,6.9,15.9,0.43200000000000005,3.6,8.2,0.439,3.3,7.7,0.425,2.9,4.0,0.723,3.8,5.3,2.6,0.2,,,19.9,Darryl Faulkner
2,1997-98,VMI,Southern,27,,883.0,6.2,15.7,0.395,2.9,7.0,0.409,3.4,8.7,0.38299999999999995,3.1,3.9,0.812,3.6,6.1,2.3,0.1,,,18.9,Darryl Faulkner
3,Career,VMI,,83,,1717.0,8.9,22.2,0.39799999999999996,4.2,10.5,0.402,4.6,11.7,0.395,3.8,5.0,0.753,5.6,7.8,3.5,0.3,,,26.1,Darryl Faulkner
0,2012-13,Northern Kentucky,A-Sun,27,27,872.0,2.5,7.4,0.34,1.6,4.1,0.37799999999999995,1.0,3.3,0.292,2.2,2.6,0.8420000000000001,3.3,4.1,1.2,0.1,2.3,1.9,8.2,Ethan Faulkner
1,Career,Northern Kentucky,,27,27,872.0,2.5,7.4,0.34,1.6,4.1,0.37799999999999995,1.0,3.3,0.292,2.2,2.6,0.8420000000000001,3.3,4.1,1.2,0.1,2.3,1.9,8.2,Ethan Faulkner
0,2009-10,Radford,Big South,29,3,493.0,2.1,8.4,0.252,0.6,2.1,0.308,1.5,6.2,0.23399999999999999,0.6,1.3,0.5,3.8,2.9,1.2,0.2,2.8,3.1,6.3,Evan Faulkner
1,2010-11,Radford,Big South,29,14,625.0,2.5,8.6,0.289,0.8,2.2,0.34299999999999997,1.7,6.4,0.27,3.1,4.0,0.79,3.1,3.3,1.6,0.1,3.1,2.3,9.9,Evan Faulkner
2,Career,Radford,,58,17,1118.0,2.3,8.5,0.273,0.7,2.2,0.32799999999999996,1.6,6.3,0.254,2.0,2.8,0.731,3.4,3.1,1.4,0.1,3.0,2.6,8.3,Evan Faulkner
0,1990-91,Arizona State,Pac-10,30,,,,,0.49200000000000005,,,0.547,,,0.302,,,0.6990000000000001,,,,,,,,Jamal Faulkner
1,1991-92,Arizona State,Pac-10,29,20.0,837.0,6.6,16.3,0.408,4.6,9.9,0.466,2.0,6.4,0.316,2.2,3.3,0.643,7.7,1.3,1.0,0.7,2.6,2.7,17.4,Jamal Faulkner
2,1993-94,Alabama,SEC,26,12.0,655.0,8.4,19.6,0.43,7.1,14.9,0.475,1.3,4.7,0.28600000000000003,3.2,5.0,0.6459999999999999,9.6,3.0,1.8,1.1,3.9,3.2,21.4,Jamal Faulkner
3,1994-95,Alabama,SEC,33,16.0,815.0,8.0,16.2,0.489,6.6,12.0,0.547,1.4,4.2,0.326,2.7,3.9,0.688,9.4,2.2,1.2,0.8,3.0,3.4,20.0,Jamal Faulkner
4,Career,Overall,,118,48.0,2307.0,10.9,23.9,0.456,8.8,17.3,0.513,2.0,6.6,0.309,3.7,5.5,0.67,12.1,2.7,1.8,1.4,3.1,3.1,27.5,Jamal Faulkner
5,,Arizona State,,59,20.0,837.0,15.7,34.6,0.452,12.4,24.2,0.514,3.2,10.5,0.311,4.9,7.3,0.6729999999999999,16.6,3.0,2.4,2.3,2.6,2.7,39.5,Jamal Faulkner
6,,Alabama,,59,28.0,1470.0,8.2,17.7,0.46,6.8,13.3,0.511,1.4,4.4,0.307,2.9,4.4,0.667,9.5,2.6,1.5,1.0,3.4,3.3,20.6,Jamal Faulkner
0,1993-94,South Carolina State,MEAC,17,,,,,0.4,,,0.4,,,,,,0.639,,,,,,,,Jeremy Faulkner
1,Career,South Carolina State,,17,,,,,0.4,,,0.4,,,,,,0.639,,,,,,,,Jeremy Faulkner
0,2016-17,Canisius,MAAC,6,0,34.0,7.1,15.3,0.462,4.7,10.6,0.444,2.4,4.7,0.5,5.9,9.4,0.625,8.2,2.4,0.0,0.0,3.5,4.7,22.4,Jibreel Faulkner
1,2017-18,Canisius,MAAC,17,1,248.0,6.0,12.9,0.46299999999999997,4.4,7.9,0.551,1.6,5.0,0.32299999999999995,1.8,3.4,0.524,6.0,2.3,1.3,0.3,1.9,2.3,15.3,Jibreel Faulkner
2,2018-19,Canisius,MAAC,32,0,617.0,6.3,12.8,0.49200000000000005,4.1,7.1,0.5870000000000001,2.1,5.7,0.375,1.4,1.9,0.7,5.7,1.7,1.0,0.5,1.5,2.7,16.1,Jibreel Faulkner
3,Career,Canisius,,55,1,899.0,6.2,12.9,0.483,4.2,7.4,0.569,2.0,5.5,0.366,1.6,2.6,0.627,5.9,1.9,1.1,0.4,1.7,2.6,16.1,Jibreel Faulkner
0,1993-94,Southern Utah,Ind,27,1.0,350.0,5.0,12.5,0.40399999999999997,4.0,9.1,0.43799999999999994,1.0,3.3,0.31,3.9,7.1,0.5479999999999999,8.7,2.9,2.5,0.2,4.5,8.5,15.0,Jim Faulkner
1,1994-95,Southern Utah,AWC,28,21.0,567.0,4.7,9.8,0.48200000000000004,4.3,8.5,0.508,0.4,1.3,0.316,3.7,6.3,0.596,7.5,3.7,3.0,0.9,3.5,7.1,13.6,Jim Faulkner
2,1998-99,Southern Utah,Mid-Cont,30,,,,,0.49,,,0.544,,,0.34,,,0.5770000000000001,,,,,,,,Jim Faulkner
3,1999-00,Southern Utah,Mid-Cont,29,29.0,,,,0.389,,,0.39799999999999996,,,0.33299999999999996,,,0.531,,,,,,,,Jim Faulkner
4,Career,Southern Utah,,114,51.0,917.0,11.1,24.6,0.451,9.4,19.5,0.483,1.7,5.1,0.32799999999999996,9.2,16.2,0.565,18.8,10.1,6.5,1.4,3.8,8.9,33.0,Jim Faulkner
0,2016-17,Northern Kentucky,Horizon,33,0,603.0,5.2,13.0,0.40299999999999997,3.6,6.6,0.556,1.6,6.4,0.247,4.0,5.3,0.763,5.3,4.5,1.8,0.1,2.9,4.4,16.1,Mason Faulkner
1,2017-18,Northern Kentucky,Horizon,32,0,548.0,4.2,10.3,0.41100000000000003,1.9,3.7,0.51,2.3,6.6,0.35600000000000004,2.2,2.5,0.882,4.3,5.3,1.8,0.0,3.2,4.0,13.0,Mason Faulkner
2,2019-20,Western Carolina,Southern,31,29,1042.0,6.3,15.5,0.402,3.9,7.9,0.488,2.4,7.6,0.313,6.2,7.9,0.7829999999999999,7.1,7.1,1.4,0.1,4.0,2.7,21.1,Mason Faulkner
3,2020-21,Western Carolina,Southern,22,19,753.0,6.4,14.0,0.455,4.6,9.1,0.509,1.8,4.9,0.355,5.3,6.9,0.762,6.4,5.6,1.4,0.1,4.0,3.4,19.8,Mason Faulkner
4,Career,Overall,,118,48,2946.0,5.7,13.7,0.41700000000000004,3.7,7.2,0.509,2.1,6.5,0.316,4.8,6.1,0.78,6.0,5.9,1.6,0.1,3.6,3.5,18.2,Mason Faulkner
5,,Northern Kentucky,,65,0,1151.0,4.8,11.7,0.40700000000000003,2.8,5.2,0.54,1.9,6.5,0.299,3.2,4.0,0.7979999999999999,4.8,4.9,1.8,0.1,3.1,4.2,14.6,Mason Faulkner
6,,Western Carolina,,53,48,1795.0,6.3,14.9,0.423,4.2,8.4,0.49700000000000005,2.1,6.5,0.326,5.8,7.5,0.774,6.8,6.5,1.4,0.1,4.0,3.0,20.5,Mason Faulkner
0,2000-01,Georgetown,Big East,6,0,29.0,4.1,11.0,0.375,4.1,9.7,0.429,0.0,1.4,0.0,1.4,2.8,0.5,4.1,1.4,2.8,2.8,1.4,6.9,9.7,Omari Faulkner
1,2001-02,Georgetown,Big East,16,0,95.0,1.3,3.8,0.33299999999999996,1.3,3.8,0.33299999999999996,0.0,0.0,,2.1,7.6,0.278,7.6,1.7,1.3,0.0,2.1,1.7,4.6,Omari Faulkner
2,2002-03,Georgetown,Big East,5,0,13.0,0.0,9.2,0.0,0.0,9.2,0.0,0.0,0.0,,0.0,6.2,0.0,6.2,0.0,0.0,0.0,3.1,3.1,0.0,Omari Faulkner
3,2003-04,Georgetown,Big East,19,0,71.0,2.3,6.2,0.364,2.3,5.6,0.4,0.0,0.6,0.0,1.7,3.9,0.429,7.9,1.1,0.6,0.6,1.7,6.8,6.2,Omari Faulkner
4,Career,Georgetown,,46,0,208.0,1.9,6.0,0.32299999999999995,1.9,5.6,0.345,0.0,0.4,0.0,1.7,5.6,0.31,7.1,1.3,1.2,0.6,1.9,4.2,5.6,Omari Faulkner
0,2004-05,Iowa State,Big 12,12,4,148.0,5.7,8.1,0.7,5.7,8.1,0.7,0.0,0.0,,0.5,1.1,0.5,9.7,0.8,1.6,1.4,3.8,7.8,11.9,Robert Faulkner
1,Career,Iowa State,,12,4,148.0,5.7,8.1,0.7,5.7,8.1,0.7,0.0,0.0,,0.5,1.1,0.5,9.7,0.8,1.6,1.4,3.8,7.8,11.9,Robert Faulkner
0,1998-99,Georgia,SEC,2,0,15.0,0.0,5.3,0.0,0.0,0.0,,0.0,5.3,0.0,0.0,5.3,0.0,10.7,8.0,0.0,0.0,10.7,8.0,0.0,Sean Faulkner
1,1999-00,Georgia,SEC,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Faulkner
2,Career,Georgia,,3,0,19.0,0.0,4.2,0.0,0.0,0.0,,0.0,4.2,0.0,0.0,4.2,0.0,8.4,6.3,0.0,0.0,8.4,6.3,0.0,Sean Faulkner
0,2018-19,Northern Kentucky,Horizon,35,28,715.0,3.8,6.4,0.591,3.3,5.0,0.6629999999999999,0.5,1.5,0.34600000000000003,1.2,2.1,0.568,5.0,2.2,1.0,0.7,1.8,4.7,9.3,Trevon Faulkner
1,2019-20,Northern Kentucky,Horizon,32,32,997.0,5.3,12.2,0.43200000000000005,3.9,7.3,0.527,1.4,4.9,0.289,3.4,4.7,0.726,5.3,2.3,1.6,0.2,3.0,3.5,15.3,Trevon Faulkner
2,2020-21,Northern Kentucky,Horizon,25,25,843.0,6.7,16.3,0.41,5.3,11.2,0.47200000000000003,1.4,5.2,0.275,5.0,6.3,0.795,6.7,2.9,1.8,0.0,3.1,2.8,19.8,Trevon Faulkner
3,Career,Northern Kentucky,,92,85,2555.0,5.3,11.9,0.446,4.2,7.9,0.526,1.2,4.0,0.289,3.3,4.5,0.738,5.7,2.5,1.5,0.3,2.7,3.6,15.1,Trevon Faulkner
0,2000-01,Bradley,MVC,28,1,235.0,3.4,8.3,0.408,3.4,8.3,0.408,0.0,0.0,,2.2,3.4,0.65,8.7,2.0,1.2,0.2,2.4,4.9,9.0,Jason Faulknor
1,2001-02,Bradley,MVC,20,3,170.0,2.4,8.0,0.294,2.4,8.0,0.294,0.0,0.0,,1.4,4.0,0.353,6.4,0.9,0.9,0.0,2.1,5.6,6.1,Jason Faulknor
2,2002-03,Bradley,MVC,9,0,151.0,1.9,4.8,0.389,1.9,4.8,0.389,0.0,0.0,,5.3,8.2,0.645,9.5,1.3,1.9,0.3,1.9,5.8,9.0,Jason Faulknor
3,2003-04,Bradley,MVC,29,9,441.0,3.6,7.0,0.519,3.6,6.9,0.526,0.0,0.1,0.0,2.4,5.2,0.474,11.6,1.0,2.1,0.4,3.3,6.3,9.7,Jason Faulknor
4,Career,Bradley,,86,13,997.0,3.1,7.1,0.433,3.1,7.1,0.435,0.0,0.0,0.0,2.6,5.0,0.528,9.7,1.3,1.6,0.2,2.6,5.8,8.8,Jason Faulknor
0,2013-14,Mississippi Valley State,SWAC,21,2,163.0,2.5,10.8,0.22699999999999998,2.2,6.6,0.33299999999999996,0.2,4.2,0.059000000000000004,3.2,4.4,0.722,5.4,5.9,2.7,0.0,4.9,5.2,8.3,Thaddeus Fauntleroy
1,Career,Mississippi Valley State,,21,2,163.0,2.5,10.8,0.22699999999999998,2.2,6.6,0.33299999999999996,0.2,4.2,0.059000000000000004,3.2,4.4,0.722,5.4,5.9,2.7,0.0,4.9,5.2,8.3,Thaddeus Fauntleroy
0,2009-10,Duquesne,A-10,1,0,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,,40.0,0.0,0.0,0.0,40.0,40.0,0.0,Salim Fauras
1,Career,Duquesne,,1,0,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,,40.0,0.0,0.0,0.0,40.0,40.0,0.0,Salim Fauras
0,2020-21,Loyola (MD),Patriot,17,0,227.0,6.0,11.8,0.507,5.3,9.9,0.536,0.7,1.9,0.364,2.8,5.1,0.552,10.7,2.5,0.5,0.5,3.3,6.5,15.5,Alonso Faure
1,Career,Loyola (MD),,17,0,227.0,6.0,11.8,0.507,5.3,9.9,0.536,0.7,1.9,0.364,2.8,5.1,0.552,10.7,2.5,0.5,0.5,3.3,6.5,15.5,Alonso Faure
0,2018-19,Southern Utah,Big Sky,33,1,433.0,4.6,11.2,0.413,3.6,7.2,0.5,1.0,4.0,0.256,3.4,5.4,0.638,9.9,1.1,0.9,1.6,1.6,5.5,13.7,Maizen Fausett
1,2019-20,Southern Utah,Big Sky,32,19,705.0,5.4,11.9,0.45899999999999996,4.0,7.3,0.555,1.4,4.6,0.309,2.3,3.7,0.615,10.4,1.4,1.4,1.1,1.6,3.6,14.6,Maizen Fausett
2,2020-21,Southern Utah,Big Sky,23,21,646.0,6.8,12.5,0.545,5.0,8.2,0.614,1.8,4.3,0.414,3.8,4.7,0.8029999999999999,9.8,1.2,1.0,0.9,1.4,3.5,19.2,Maizen Fausett
3,Career,Southern Utah,,88,41,1784.0,5.7,11.9,0.48100000000000004,4.3,7.6,0.565,1.5,4.3,0.335,3.1,4.5,0.693,10.1,1.3,1.1,1.1,1.5,4.1,16.0,Maizen Fausett
0,1998-99,Wisconsin,Big Ten,6,0,10.0,8.0,16.0,0.5,8.0,16.0,0.5,0.0,0.0,,8.0,12.0,0.667,8.0,4.0,0.0,0.0,0.0,4.0,24.0,Erik Faust
1,1999-00,Wisconsin,Big Ten,8,0,12.0,6.7,13.3,0.5,3.3,10.0,0.33299999999999996,3.3,3.3,1.0,3.3,6.7,0.5,10.0,0.0,0.0,0.0,3.3,3.3,20.0,Erik Faust
2,Career,Wisconsin,,14,0,22.0,7.3,14.5,0.5,5.5,12.7,0.429,1.8,1.8,1.0,5.5,9.1,0.6,9.1,1.8,0.0,0.0,1.8,3.6,21.8,Erik Faust
0,2011-12,Maryland,ACC,32,21,887.0,4.3,11.6,0.374,3.3,7.8,0.424,1.0,3.8,0.271,3.2,5.1,0.619,5.8,3.0,1.4,0.4,3.6,3.2,12.9,Nick Faust
1,2012-13,Maryland,ACC,38,32,982.0,4.9,12.3,0.402,3.1,7.2,0.43799999999999994,1.8,5.1,0.35200000000000004,2.9,4.1,0.72,5.8,3.9,1.5,0.2,3.3,2.9,14.6,Nick Faust
2,2013-14,Maryland,ACC,32,13,876.0,4.4,11.4,0.384,2.5,5.2,0.48200000000000004,1.9,6.2,0.301,3.1,4.2,0.731,5.3,2.9,1.7,0.9,2.6,3.0,13.7,Nick Faust
3,2015-16,Long Beach State,Big West,35,33,1082.0,7.6,17.4,0.435,4.4,8.7,0.504,3.2,8.7,0.366,4.2,6.1,0.685,7.8,2.9,1.9,0.6,3.0,3.3,22.5,Nick Faust
4,Career,Overall,,137,99,3827.0,5.4,13.4,0.405,3.4,7.3,0.46399999999999997,2.0,6.1,0.33399999999999996,3.4,4.9,0.6859999999999999,6.3,3.2,1.6,0.5,3.1,3.1,16.2,Nick Faust
5,,Maryland,,102,66,2745.0,4.6,11.8,0.387,3.0,6.7,0.444,1.6,5.0,0.312,3.1,4.5,0.6859999999999999,5.7,3.3,1.5,0.5,3.2,3.0,13.8,Nick Faust
6,,Long Beach State,,35,33,1082.0,7.6,17.4,0.435,4.4,8.7,0.504,3.2,8.7,0.366,4.2,6.1,0.685,7.8,2.9,1.9,0.6,3.0,3.3,22.5,Nick Faust
0,2000-01,San Diego State,MWC,28,15,722.0,5.3,12.6,0.423,3.1,7.3,0.424,2.2,5.3,0.42100000000000004,3.5,5.4,0.649,5.4,4.0,1.6,0.5,3.4,3.3,16.3,Al Faux
1,2001-02,San Diego State,MWC,29,26,919.0,7.4,15.8,0.47,4.6,8.8,0.517,2.9,7.0,0.41,3.7,5.5,0.677,4.5,2.3,1.8,0.3,2.6,2.7,21.5,Al Faux
2,Career,San Diego State,,57,41,1641.0,6.5,14.4,0.452,3.9,8.2,0.48100000000000004,2.6,6.2,0.414,3.6,5.5,0.665,4.9,3.1,1.7,0.4,2.9,2.9,19.2,Al Faux
0,1995-96,Southern Utah,AWC,27,,710.0,5.5,10.2,0.541,5.5,10.1,0.542,0.1,0.1,0.5,2.4,3.8,0.632,11.4,1.4,1.4,0.3,,,13.5,Don Faux
1,1996-97,Southern Utah,Ind,25,,,,,0.46799999999999997,,,0.47600000000000003,,,0.0,,,0.563,,,,,,,,Don Faux
2,Career,Southern Utah,,52,,710.0,13.7,27.8,0.495,13.7,27.4,0.5,0.1,0.4,0.14300000000000002,5.5,9.2,0.591,22.4,3.5,3.2,1.2,,,33.0,Don Faux
0,2017-18,Florida,SEC,7,0,14.0,8.6,17.1,0.5,8.6,11.4,0.75,0.0,5.7,0.0,0.0,0.0,,2.9,5.7,0.0,0.0,5.7,2.9,17.1,Andrew Fava
1,2018-19,Florida,SEC,6,0,6.0,13.3,26.7,0.5,6.7,6.7,1.0,6.7,20.0,0.33299999999999996,6.7,13.3,0.5,6.7,0.0,0.0,0.0,6.7,6.7,40.0,Andrew Fava
2,Career,Florida,,13,0,20.0,10.0,20.0,0.5,8.0,10.0,0.8,2.0,10.0,0.2,2.0,4.0,0.5,4.0,4.0,0.0,0.0,6.0,4.0,24.0,Andrew Fava
0,2008-09,Colorado,Big 12,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,Matt Favaro
