year,team_abb,player,college,round,pick,official_key
2001,CHI,Eddy Curry,No US College,1,4,"Eddy Curry, No US College, 2001"
2001,GSW,Jason Richardson,Michigan State,1,5,"Jason Richardson, Michigan State, 2001"
2001,MEM,Shane Battier,Duke,1,6,"Shane Battier, Duke, 2001"
2001,NJN,Eddie Griffin,Seton Hall,1,7,"Eddie Griffin, Seton Hall, 2001"
2001,CLE,DeSagana Diop,No US College,1,8,"DeSagana Diop, No US College, 2001"
2001,DET,Rodney White,UNC Charlotte,1,9,"Rodney White, UNC Charlotte, 2001"
2001,BOS,Joe Johnson,Arkansas,1,10,"Joe Johnson, Arkansas, 2001"
2001,BOS,Kedrick Brown,Okaloosa-Walton Community College,1,11,"Kedrick Brown, Okaloosa-Walton Community College, 2001"
2001,SEA,Vladimir Radmanović,No US College,1,12,"Vladimir Radmanović, No US College, 2001"
2001,HOU,Richard Jefferson,Arizona,1,13,"Richard Jefferson, Arizona, 2001"
2001,GSW,Troy Murphy,Notre Dame,1,14,"Troy Murphy, Notre Dame, 2001"
2001,ORL,Steven Hunter,DePaul,1,15,"Steven Hunter, DePaul, 2001"
2001,CHH,Kirk Haston,Indiana,1,16,"Kirk Haston, Indiana, 2001"
2001,TOR,Michael Bradley,Villanova,1,17,"Michael Bradley, Villanova, 2001"
2001,HOU,Jason Collins,Stanford,1,18,"Jason Collins, Stanford, 2001"
2001,POR,Zach Randolph,Michigan State,1,19,"Zach Randolph, Michigan State, 2001"
2001,CLE,Brendan Haywood,UNC,1,20,"Brendan Haywood, UNC, 2001"
2001,BOS,Joseph Forte,UNC,1,21,"Joseph Forte, UNC, 2001"
2001,ORL,Jeryl Sasser,SMU,1,22,"Jeryl Sasser, SMU, 2001"
2001,HOU,Brandon Armstrong,Pepperdine,1,23,"Brandon Armstrong, Pepperdine, 2001"
2001,UTA,Raül López,No US College,1,24,"Raül López, No US College, 2001"
2001,SAC,Gerald Wallace,Alabama,1,25,"Gerald Wallace, Alabama, 2001"
2001,PHI,Samuel Dalembert,Seton Hall,1,26,"Samuel Dalembert, Seton Hall, 2001"
2001,MEM,Jamaal Tinsley,Iowa State,1,27,"Jamaal Tinsley, Iowa State, 2001"
2001,SAS,Tony Parker,No US College,1,28,"Tony Parker, No US College, 2001"
2001,CHI,Trenton Hassell,Austin Peay State University,2,29,"Trenton Hassell, Austin Peay State University, 2001"
2001,GSW,Gilbert Arenas,Arizona,2,30,"Gilbert Arenas, Arizona, 2001"
2001,ORL,Omar Cook,St. John's,2,31,"Omar Cook, St. John's, 2001"
2001,MEM,Will Solomon,Clemson,2,32,"Will Solomon, Clemson, 2001"
2001,ATL,Terence Morris,Maryland,2,33,"Terence Morris, Maryland, 2001"
2001,NJN,Brian Scalabrine,USC,2,34,"Brian Scalabrine, USC, 2001"
2001,CLE,Jeff Trepagnier,USC,2,35,"Jeff Trepagnier, USC, 2001"
2001,PHI,Damone Brown,Syracuse,2,36,"Damone Brown, Syracuse, 2001"
2001,DET,Mehmet Okur,No US College,2,37,"Mehmet Okur, No US College, 2001"
2001,NYK,Michael Wright,Arizona,2,38,"Michael Wright, Arizona, 2001"
2001,SEA,Earl Watson,UCLA,2,39,"Earl Watson, UCLA, 2001"
2001,IND,Jamison Brewer,Auburn,2,40,"Jamison Brewer, Auburn, 2001"
2001,SEA,Bobby Simmons,DePaul,2,41,"Bobby Simmons, DePaul, 2001"
2001,NYK,Eric Chenowith,Kansas,2,42,"Eric Chenowith, Kansas, 2001"
2001,DAL,Kyle Hill,Eastern Illinois University,2,43,"Kyle Hill, Eastern Illinois University, 2001"
2001,CHI,Sean Lampley,California,2,44,"Sean Lampley, California, 2001"
2001,MIN,Loren Woods,Arizona,2,45,"Loren Woods, Arizona, 2001"
2001,DEN,Ousmane Cisse,No US College,2,46,"Ousmane Cisse, No US College, 2001"
2001,MEM,Antonis Fotsis,No US College,2,47,"Antonis Fotsis, No US College, 2001"
2001,MIA,Ken Johnson,Ohio State,2,48,"Ken Johnson, Ohio State, 2001"
2001,POR,Ruben Boumtje-Boumtje,Georgetown,2,49,"Ruben Boumtje-Boumtje, Georgetown, 2001"
2001,PHO,Alton Ford,Houston,2,50,"Alton Ford, Houston, 2001"
2001,MIL,Andre Hutson,Michigan State,2,51,"Andre Hutson, Michigan State, 2001"
2001,UTA,Jarron Collins,Stanford,2,52,"Jarron Collins, Stanford, 2001"
2001,DAL,Kenny Satterfield,Cincinnati,2,53,"Kenny Satterfield, Cincinnati, 2001"
2001,SAC,Maurice Jeffers,Saint Louis,2,54,"Maurice Jeffers, Saint Louis, 2001"
2001,SAS,Robertas Javtokas,No US College,2,55,"Robertas Javtokas, No US College, 2001"
2001,PHI,Alvin Jones,Georgia Tech,2,56,"Alvin Jones, Georgia Tech, 2001"
2001,SAS,Bryan Bracey,Oregon,2,57,"Bryan Bracey, Oregon, 2001"
2002,HOU,Yao Ming,No US College,1,1,"Yao Ming, No US College, 2002"
2002,CHI,Jay Williams,Duke,1,2,"Jay Williams, Duke, 2002"
2002,GSW,Mike Dunleavy,Duke,1,3,"Mike Dunleavy, Duke, 2002"
2002,MEM,Drew Gooden,Kansas,1,4,"Drew Gooden, Kansas, 2002"
2002,DEN,Nikoloz Tskitishvili,No US College,1,5,"Nikoloz Tskitishvili, No US College, 2002"
2002,CLE,Dajuan Wagner,Memphis,1,6,"Dajuan Wagner, Memphis, 2002"
2002,NYK,Nenê,No US College,1,7,"Nenê, No US College, 2002"
2002,LAC,Chris Wilcox,Maryland,1,8,"Chris Wilcox, Maryland, 2002"
2002,PHO,Amar'e Stoudemire,No US College,1,9,"Amar'e Stoudemire, No US College, 2002"
2002,MIA,Caron Butler,UConn,1,10,"Caron Butler, UConn, 2002"
2002,WAS,Jared Jeffries,Indiana,1,11,"Jared Jeffries, Indiana, 2002"
2002,LAC,Melvin Ely,Fresno State,1,12,"Melvin Ely, Fresno State, 2002"
2002,MIL,Marcus Haislip,Tennessee,1,13,"Marcus Haislip, Tennessee, 2002"
2002,IND,Fred Jones,Oregon,1,14,"Fred Jones, Oregon, 2002"
2002,HOU,Boštjan Nachbar,No US College,1,15,"Boštjan Nachbar, No US College, 2002"
2002,PHI,Jiří Welsch,No US College,1,16,"Jiří Welsch, No US College, 2002"
2002,WAS,Juan Dixon,Maryland,1,17,"Juan Dixon, Maryland, 2002"
2002,ORL,Curtis Borchardt,Stanford,1,18,"Curtis Borchardt, Stanford, 2002"
2002,UTA,Ryan Humphrey,Notre Dame,1,19,"Ryan Humphrey, Notre Dame, 2002"
2002,TOR,Kareem Rush,Missouri,1,20,"Kareem Rush, Missouri, 2002"
2002,POR,Qyntel Woods,Northeast Mississippi Community College,1,21,"Qyntel Woods, Northeast Mississippi Community College, 2002"
2002,PHO,Casey Jacobsen,Stanford,1,22,"Casey Jacobsen, Stanford, 2002"
2002,DET,Tayshaun Prince,Kentucky,1,23,"Tayshaun Prince, Kentucky, 2002"
2002,NJN,Nenad Krstić,No US College,1,24,"Nenad Krstić, No US College, 2002"
2002,DEN,Frank Williams,Illinois,1,25,"Frank Williams, Illinois, 2002"
2002,SAS,John Salmons,Miami (FL),1,26,"John Salmons, Miami (FL), 2002"
2002,LAL,Chris Jefferies,Fresno State,1,27,"Chris Jefferies, Fresno State, 2002"
2002,SAC,Dan Dickau,Gonzaga,1,28,"Dan Dickau, Gonzaga, 2002"
2002,GSW,Steve Logan,Cincinnati,2,29,"Steve Logan, Cincinnati, 2002"
2002,CHI,Roger Mason,Virginia,2,30,"Roger Mason, Virginia, 2002"
2002,MEM,Robert Archibald,Illinois,2,31,"Robert Archibald, Illinois, 2002"
2002,DEN,Vincent Yarbrough,Tennessee,2,32,"Vincent Yarbrough, Tennessee, 2002"
2002,MIL,Dan Gadzuric,UCLA,2,33,"Dan Gadzuric, UCLA, 2002"
2002,CLE,Carlos Boozer,Duke,2,34,"Carlos Boozer, Duke, 2002"
2002,NYK,Milos Vujanic,No US College,2,35,"Milos Vujanic, No US College, 2002"
2002,ATL,David Andersen,No US College,2,36,"David Andersen, No US College, 2002"
2002,HOU,Tito Maddox,Fresno State,2,37,"Tito Maddox, Fresno State, 2002"
2002,WAS,Rod Grizzard,Alabama,2,38,"Rod Grizzard, Alabama, 2002"
2002,WAS,Juan Carlos Navarro,No US College,2,39,"Juan Carlos Navarro, No US College, 2002"
2002,LAC,Mario Kasun,No US College,2,40,"Mario Kasun, No US College, 2002"
2002,MIL,Ronald Murray,Shaw,2,41,"Ronald Murray, Shaw, 2002"
2002,POR,Jason Jennings,Arkansas State University,2,42,"Jason Jennings, Arkansas State University, 2002"
2002,CHI,Lonny Baxter,Maryland,2,43,"Lonny Baxter, Maryland, 2002"
2002,PHI,Sam Clancy,USC,2,44,"Sam Clancy, USC, 2002"
2002,MEM,Matt Barnes,UCLA,2,45,"Matt Barnes, UCLA, 2002"
2002,UTA,Jamal Sampson,California,2,46,"Jamal Sampson, California, 2002"
2002,MIL,Chris Owens,Texas,2,47,"Chris Owens, Texas, 2002"
2002,SEA,Peter Fehse,No US College,2,48,"Peter Fehse, No US College, 2002"
2002,BOS,Darius Songaila,Wake Forest,2,49,"Darius Songaila, Wake Forest, 2002"
2002,POR,Federico Kammerichs,No US College,2,50,"Federico Kammerichs, No US College, 2002"
2002,MIN,Marcus Taylor,Michigan State,2,51,"Marcus Taylor, Michigan State, 2002"
2002,MIA,Rasual Butler,La Salle,2,52,"Rasual Butler, La Salle, 2002"
2002,NJN,Tamar Slay,Marshall,2,53,"Tamar Slay, Marshall, 2002"
2002,DAL,Mladen Sekularac,No US College,2,54,"Mladen Sekularac, No US College, 2002"
2002,SAS,Luis Scola,No US College,2,55,"Luis Scola, No US College, 2002"
2002,SAS,Randy Holcomb,San Diego State,2,56,"Randy Holcomb, San Diego State, 2002"
2002,SAC,Corsley Edwards,Central Connecticut State University,2,57,"Corsley Edwards, Central Connecticut State University, 2002"
2003,CLE,LeBron James,No US College,1,1,"LeBron James, No US College, 2003"
2003,DET,Darko Miličić,No US College,1,2,"Darko Miličić, No US College, 2003"
2003,DEN,Carmelo Anthony,Syracuse,1,3,"Carmelo Anthony, Syracuse, 2003"
2003,TOR,Chris Bosh,Georgia Tech,1,4,"Chris Bosh, Georgia Tech, 2003"
2003,MIA,Dwyane Wade,Marquette,1,5,"Dwyane Wade, Marquette, 2003"
2003,LAC,Chris Kaman,Central Michigan University,1,6,"Chris Kaman, Central Michigan University, 2003"
2003,CHI,Kirk Hinrich,Kansas,1,7,"Kirk Hinrich, Kansas, 2003"
2003,MIL,T.J. Ford,Texas,1,8,"T.J. Ford, Texas, 2003"
2003,NYK,Mike Sweetney,Georgetown,1,9,"Mike Sweetney, Georgetown, 2003"
2003,WAS,Jarvis Hayes,Georgia,1,10,"Jarvis Hayes, Georgia, 2003"
2003,GSW,Mickaël Piétrus,No US College,1,11,"Mickaël Piétrus, No US College, 2003"
2003,SEA,Nick Collison,Kansas,1,12,"Nick Collison, Kansas, 2003"
2003,MEM,Marcus Banks,UNLV,1,13,"Marcus Banks, UNLV, 2003"
2003,SEA,Luke Ridnour,Oregon,1,14,"Luke Ridnour, Oregon, 2003"
2003,ORL,Reece Gaines,Louisville,1,15,"Reece Gaines, Louisville, 2003"
2003,BOS,Troy Bell,Boston College,1,16,"Troy Bell, Boston College, 2003"
2003,PHO,Žarko Čabarkapa,No US College,1,17,"Žarko Čabarkapa, No US College, 2003"
2003,NOH,David West,Xavier,1,18,"David West, Xavier, 2003"
2003,UTA,Sasha Pavlović,No US College,1,19,"Sasha Pavlović, No US College, 2003"
2003,BOS,Dahntay Jones,Duke,1,20,"Dahntay Jones, Duke, 2003"
2003,ATL,Boris Diaw,No US College,1,21,"Boris Diaw, No US College, 2003"
2003,NJN,Zoran Planinić,No US College,1,22,"Zoran Planinić, No US College, 2003"
2003,POR,Travis Outlaw,No US College,1,23,"Travis Outlaw, No US College, 2003"
2003,LAL,Brian Cook,Illinois,1,24,"Brian Cook, Illinois, 2003"
2003,DET,Carlos Delfino,No US College,1,25,"Carlos Delfino, No US College, 2003"
2003,MIN,Ndudi Ebi,No US College,1,26,"Ndudi Ebi, No US College, 2003"
2003,MEM,Kendrick Perkins,No US College,1,27,"Kendrick Perkins, No US College, 2003"
2003,SAS,Leandro Barbosa,No US College,1,28,"Leandro Barbosa, No US College, 2003"
2003,DAL,Josh Howard,Wake Forest,1,29,"Josh Howard, Wake Forest, 2003"
2003,NYK,Maciej Lampe,No US College,2,30,"Maciej Lampe, No US College, 2003"
2003,CLE,Jason Kapono,UCLA,2,31,"Jason Kapono, UCLA, 2003"
2003,LAL,Luke Walton,Arizona,2,32,"Luke Walton, Arizona, 2003"
2003,MIA,Jerome Beasley,University of North Dakota,2,33,"Jerome Beasley, University of North Dakota, 2003"
2003,LAC,Sofoklis Schortsanitis,No US College,2,34,"Sofoklis Schortsanitis, No US College, 2003"
2003,MIL,Szymon Szewczyk,No US College,2,35,"Szymon Szewczyk, No US College, 2003"
2003,CHI,Mario Austin,Mississippi State,2,36,"Mario Austin, Mississippi State, 2003"
2003,ATL,Travis Hansen,BYU,2,37,"Travis Hansen, BYU, 2003"
2003,WAS,Steve Blake,Maryland,2,38,"Steve Blake, Maryland, 2003"
2003,NYK,Slavko Vraneš,No US College,2,39,"Slavko Vraneš, No US College, 2003"
2003,GSW,Derrick Zimmerman,Mississippi State,2,40,"Derrick Zimmerman, Mississippi State, 2003"
2003,SEA,Willie Green,Detroit Mercy,2,41,"Willie Green, Detroit Mercy, 2003"
2003,ORL,Zaza Pachulia,No US College,2,42,"Zaza Pachulia, No US College, 2003"
2003,MIL,Keith Bogans,Kentucky,2,43,"Keith Bogans, Kentucky, 2003"
2003,HOU,Malick Badiane,No US College,2,44,"Malick Badiane, No US College, 2003"
2003,CHI,Matt Bonner,Florida,2,45,"Matt Bonner, Florida, 2003"
2003,DEN,Sani Bečirovič,No US College,2,46,"Sani Bečirovič, No US College, 2003"
2003,UTA,Mo Williams,Alabama,2,47,"Mo Williams, Alabama, 2003"
2003,NOH,James Lang,No US College,2,48,"James Lang, No US College, 2003"
2003,IND,James Jones,Miami (FL),2,49,"James Jones, Miami (FL), 2003"
2003,PHI,Paccelis Morlende,No US College,2,50,"Paccelis Morlende, No US College, 2003"
2003,NJN,Kyle Korver,Creighton,2,51,"Kyle Korver, Creighton, 2003"
2003,TOR,Remon Van de Hare,No US College,2,52,"Remon Van de Hare, No US College, 2003"
2003,CHI,Tommy Smith,Arizona State,2,53,"Tommy Smith, Arizona State, 2003"
2003,POR,Nedžad Sinanović,No US College,2,54,"Nedžad Sinanović, No US College, 2003"
2003,MIN,Rick Rickert,Minnesota,2,55,"Rick Rickert, Minnesota, 2003"
2003,BOS,Brandon Hunter,Ohio University,2,56,"Brandon Hunter, Ohio University, 2003"
2003,DAL,Xue Yuyang,No US College,2,57,"Xue Yuyang, No US College, 2003"
2003,DET,Andreas Glyniadakis,No US College,2,58,"Andreas Glyniadakis, No US College, 2003"
2004,ORL,Dwight Howard,No US College,1,1,"Dwight Howard, No US College, 2004"
2004,CHA,Emeka Okafor,UConn,1,2,"Emeka Okafor, UConn, 2004"
2004,CHI,Ben Gordon,UConn,1,3,"Ben Gordon, UConn, 2004"
2004,LAC,Shaun Livingston,No US College,1,4,"Shaun Livingston, No US College, 2004"
2004,WAS,Devin Harris,Wisconsin,1,5,"Devin Harris, Wisconsin, 2004"
2004,ATL,Josh Childress,Stanford,1,6,"Josh Childress, Stanford, 2004"
2004,PHO,Luol Deng,Duke,1,7,"Luol Deng, Duke, 2004"
2004,TOR,Rafael Araújo,BYU,1,8,"Rafael Araújo, BYU, 2004"
2004,PHI,Andre Iguodala,Arizona,1,9,"Andre Iguodala, Arizona, 2004"
2004,CLE,Luke Jackson,Oregon,1,10,"Luke Jackson, Oregon, 2004"
2004,GSW,Andris Biedriņš,No US College,1,11,"Andris Biedriņš, No US College, 2004"
2004,SEA,Robert Swift,No US College,1,12,"Robert Swift, No US College, 2004"
2004,POR,Sebastian Telfair,No US College,1,13,"Sebastian Telfair, No US College, 2004"
2004,UTA,Kris Humphries,Minnesota,1,14,"Kris Humphries, Minnesota, 2004"
2004,BOS,Al Jefferson,No US College,1,15,"Al Jefferson, No US College, 2004"
2004,UTA,Kirk Snyder,Nevada,1,16,"Kirk Snyder, Nevada, 2004"
2004,ATL,Josh Smith,No US College,1,17,"Josh Smith, No US College, 2004"
2004,NOH,J.R. Smith,No US College,1,18,"J.R. Smith, No US College, 2004"
2004,MIA,Dorell Wright,No US College,1,19,"Dorell Wright, No US College, 2004"
2004,DEN,Jameer Nelson,Saint Joseph's,1,20,"Jameer Nelson, Saint Joseph's, 2004"
2004,UTA,Pavel Podkolzin,No US College,1,21,"Pavel Podkolzin, No US College, 2004"
2004,NJN,Viktor Khryapa,No US College,1,22,"Viktor Khryapa, No US College, 2004"
2004,POR,Sergei Monia,No US College,1,23,"Sergei Monia, No US College, 2004"
2004,BOS,Delonte West,Saint Joseph's,1,24,"Delonte West, Saint Joseph's, 2004"
2004,BOS,Tony Allen,Oklahoma State,1,25,"Tony Allen, Oklahoma State, 2004"
2004,SAC,Kevin Martin,Western Carolina University,1,26,"Kevin Martin, Western Carolina University, 2004"
2004,LAL,Sasha Vujačić,No US College,1,27,"Sasha Vujačić, No US College, 2004"
2004,SAS,Beno Udrih,No US College,1,28,"Beno Udrih, No US College, 2004"
2004,IND,David Harrison,Colorado,1,29,"David Harrison, Colorado, 2004"
2004,ORL,Anderson Varejão,No US College,2,30,"Anderson Varejão, No US College, 2004"
2004,CHI,Jackson Vroman,Iowa State,2,31,"Jackson Vroman, Iowa State, 2004"
2004,WAS,Peter John Ramos,No US College,2,32,"Peter John Ramos, No US College, 2004"
2004,LAC,Lionel Chalmers,Xavier,2,33,"Lionel Chalmers, Xavier, 2004"
2004,ATL,Donta Smith,Southeastern Illinois College,2,34,"Donta Smith, Southeastern Illinois College, 2004"
2004,SEA,Andre Emmett,Texas Tech,2,35,"Andre Emmett, Texas Tech, 2004"
2004,ORL,Antonio Burks,Memphis,2,36,"Antonio Burks, Memphis, 2004"
2004,ATL,Royal Ivey,Texas,2,37,"Royal Ivey, Texas, 2004"
2004,CHI,Chris Duhon,Duke,2,38,"Chris Duhon, Duke, 2004"
2004,TOR,Albert Miralles,No US College,2,39,"Albert Miralles, No US College, 2004"
2004,BOS,Justin Reed,Ole Miss,2,40,"Justin Reed, Ole Miss, 2004"
2004,SEA,David Young,NC Central,2,41,"David Young, NC Central, 2004"
2004,ATL,Viktor Sanikidze,No US College,2,42,"Viktor Sanikidze, No US College, 2004"
2004,NYK,Trevor Ariza,UCLA,2,43,"Trevor Ariza, UCLA, 2004"
2004,NOH,Tim Pickett,Florida State,2,44,"Tim Pickett, Florida State, 2004"
2004,CHA,Bernard Robinson,Michigan,2,45,"Bernard Robinson, Michigan, 2004"
2004,POR,Ha Seung-Jin,No US College,2,46,"Ha Seung-Jin, No US College, 2004"
2004,MIA,Pape Sow,Cal State Fullerton,2,47,"Pape Sow, Cal State Fullerton, 2004"
2004,SAC,Ricky Minard,Morehead State University,2,48,"Ricky Minard, Morehead State University, 2004"
2004,MEM,Sergei Lishouk,No US College,2,49,"Sergei Lishouk, No US College, 2004"
2004,DAL,Vassilis Spanoulis,No US College,2,50,"Vassilis Spanoulis, No US College, 2004"
2004,NJN,Christian Drejer,Florida,2,51,"Christian Drejer, Florida, 2004"
2004,SAS,Romain Sato,Xavier,2,52,"Romain Sato, Xavier, 2004"
2004,MIA,Matt Freije,Vanderbilt,2,53,"Matt Freije, Vanderbilt, 2004"
2004,DET,Rickey Paulding,Missouri,2,54,"Rickey Paulding, Missouri, 2004"
2004,HOU,Luis Flores,Manhattan College,2,55,"Luis Flores, Manhattan College, 2004"
2004,LAL,Marcus Douthit,Providence,2,56,"Marcus Douthit, Providence, 2004"
2004,SAS,Sergei Karaulov,No US College,2,57,"Sergei Karaulov, No US College, 2004"
2004,MIN,Blake Stepp,Gonzaga,2,58,"Blake Stepp, Gonzaga, 2004"
2004,IND,Rashad Wright,Georgia,2,59,"Rashad Wright, Georgia, 2004"
2005,MIL,Andrew Bogut,Utah,1,1,"Andrew Bogut, Utah, 2005"
2005,ATL,Marvin Williams,UNC,1,2,"Marvin Williams, UNC, 2005"
2005,UTA,Deron Williams,Illinois,1,3,"Deron Williams, Illinois, 2005"
2005,NOH,Chris Paul,Wake Forest,1,4,"Chris Paul, Wake Forest, 2005"
2005,CHA,Raymond Felton,UNC,1,5,"Raymond Felton, UNC, 2005"
2005,POR,Martell Webster,No US College,1,6,"Martell Webster, No US College, 2005"
2005,TOR,Charlie Villanueva,UConn,1,7,"Charlie Villanueva, UConn, 2005"
2005,NYK,Channing Frye,Arizona,1,8,"Channing Frye, Arizona, 2005"
2005,GSW,Ike Diogu,Arizona State,1,9,"Ike Diogu, Arizona State, 2005"
2005,LAL,Andrew Bynum,No US College,1,10,"Andrew Bynum, No US College, 2005"
2005,ORL,Fran Vázquez,No US College,1,11,"Fran Vázquez, No US College, 2005"
2005,LAC,Yaroslav Korolev,No US College,1,12,"Yaroslav Korolev, No US College, 2005"
2005,CHA,Sean May,UNC,1,13,"Sean May, UNC, 2005"
2005,MIN,Rashad McCants,UNC,1,14,"Rashad McCants, UNC, 2005"
2005,NJN,Antoine Wright,Texas A&M,1,15,"Antoine Wright, Texas A&M, 2005"
2005,TOR,Joey Graham,Oklahoma State,1,16,"Joey Graham, Oklahoma State, 2005"
2005,IND,Danny Granger,New Mexico,1,17,"Danny Granger, New Mexico, 2005"
2005,BOS,Gerald Green,No US College,1,18,"Gerald Green, No US College, 2005"
2005,MEM,Hakim Warrick,Syracuse,1,19,"Hakim Warrick, Syracuse, 2005"
2005,DEN,Julius Hodge,NC State,1,20,"Julius Hodge, NC State, 2005"
2005,PHO,Nate Robinson,Washington,1,21,"Nate Robinson, Washington, 2005"
2005,DEN,Jarrett Jack,Georgia Tech,1,22,"Jarrett Jack, Georgia Tech, 2005"
2005,SAC,Francisco García,Louisville,1,23,"Francisco García, Louisville, 2005"
2005,HOU,Luther Head,Illinois,1,24,"Luther Head, Illinois, 2005"
2005,SEA,Johan Petro,No US College,1,25,"Johan Petro, No US College, 2005"
2005,DET,Jason Maxiell,Cincinnati,1,26,"Jason Maxiell, Cincinnati, 2005"
2005,POR,Linas Kleiza,Missouri,1,27,"Linas Kleiza, Missouri, 2005"
2005,SAS,Ian Mahinmi,No US College,1,28,"Ian Mahinmi, No US College, 2005"
2005,MIA,Wayne Simien,Kansas,1,29,"Wayne Simien, Kansas, 2005"
2005,NYK,David Lee,Florida,1,30,"David Lee, Florida, 2005"
2005,ATL,Salim Stoudamire,Arizona,2,31,"Salim Stoudamire, Arizona, 2005"
2005,LAC,Daniel Ewing,Duke,2,32,"Daniel Ewing, Duke, 2005"
2005,NOH,Brandon Bass,LSU,2,33,"Brandon Bass, LSU, 2005"
2005,UTA,C.J. Miles,No US College,2,34,"C.J. Miles, No US College, 2005"
2005,POR,Ricky Sánchez,No US College,2,35,"Ricky Sánchez, No US College, 2005"
2005,MIL,Ersan İlyasova,No US College,2,36,"Ersan İlyasova, No US College, 2005"
2005,LAL,Ronny Turiaf,Gonzaga,2,37,"Ronny Turiaf, Gonzaga, 2005"
2005,ORL,Travis Diener,Marquette,2,38,"Travis Diener, Marquette, 2005"
2005,LAL,Von Wafer,Florida State,2,39,"Von Wafer, Florida State, 2005"
2005,GSW,Monta Ellis,No US College,2,40,"Monta Ellis, No US College, 2005"
2005,TOR,Roko Ukić,No US College,2,41,"Roko Ukić, No US College, 2005"
2005,GSW,Chris Taft,Pitt,2,42,"Chris Taft, Pitt, 2005"
2005,NJN,Mile Ilić,No US College,2,43,"Mile Ilić, No US College, 2005"
2005,ORL,Martynas Andriuškevičius,No US College,2,44,"Martynas Andriuškevičius, No US College, 2005"
2005,PHI,Lou Williams,No US College,2,45,"Lou Williams, No US College, 2005"
2005,IND,Erazem Lorbek,No US College,2,46,"Erazem Lorbek, No US College, 2005"
2005,MIN,Bracey Wright,Indiana,2,47,"Bracey Wright, Indiana, 2005"
2005,SEA,Mickaël Gelabale,No US College,2,48,"Mickaël Gelabale, No US College, 2005"
2005,WAS,Andray Blatche,No US College,2,49,"Andray Blatche, No US College, 2005"
2005,BOS,Ryan Gomes,Providence,2,50,"Ryan Gomes, Providence, 2005"
2005,UTA,Robert Whaley,Walsh University,2,51,"Robert Whaley, Walsh University, 2005"
2005,DEN,Axel Hervelle,No US College,2,52,"Axel Hervelle, No US College, 2005"
2005,BOS,Orien Greene,Louisiana,2,53,"Orien Greene, Louisiana, 2005"
2005,NYK,Dijon Thompson,UCLA,2,54,"Dijon Thompson, UCLA, 2005"
2005,SEA,Lawrence Roberts,Mississippi State,2,55,"Lawrence Roberts, Mississippi State, 2005"
2005,DET,Amir Johnson,No US College,2,56,"Amir Johnson, No US College, 2005"
2005,PHO,Marcin Gortat,No US College,2,57,"Marcin Gortat, No US College, 2005"
2005,TOR,Uroš Slokar,No US College,2,58,"Uroš Slokar, No US College, 2005"
2005,ATL,Cenk Akyol,No US College,2,59,"Cenk Akyol, No US College, 2005"
2005,DET,Alex Acker,Pepperdine,2,60,"Alex Acker, Pepperdine, 2005"
2006,TOR,Andrea Bargnani,No US College,1,1,"Andrea Bargnani, No US College, 2006"
2006,CHI,LaMarcus Aldridge,Texas,1,2,"LaMarcus Aldridge, Texas, 2006"
2006,CHA,Adam Morrison,Gonzaga,1,3,"Adam Morrison, Gonzaga, 2006"
2006,POR,Tyrus Thomas,LSU,1,4,"Tyrus Thomas, LSU, 2006"
2006,ATL,Shelden Williams,Duke,1,5,"Shelden Williams, Duke, 2006"
2006,MIN,Brandon Roy,Washington,1,6,"Brandon Roy, Washington, 2006"
2006,BOS,Randy Foye,Villanova,1,7,"Randy Foye, Villanova, 2006"
2006,HOU,Rudy Gay,UConn,1,8,"Rudy Gay, UConn, 2006"
2006,GSW,Patrick O'Bryant,Bradley,1,9,"Patrick O'Bryant, Bradley, 2006"
2006,SEA,Mouhamed Sene,No US College,1,10,"Mouhamed Sene, No US College, 2006"
2006,ORL,J.J. Redick,Duke,1,11,"J.J. Redick, Duke, 2006"
2006,NOK,Hilton Armstrong,UConn,1,12,"Hilton Armstrong, UConn, 2006"
2006,PHI,Thabo Sefolosha,No US College,1,13,"Thabo Sefolosha, No US College, 2006"
2006,UTA,Ronnie Brewer,Arkansas,1,14,"Ronnie Brewer, Arkansas, 2006"
2006,NOK,Cedric Simmons,NC State,1,15,"Cedric Simmons, NC State, 2006"
2006,CHI,Rodney Carney,Memphis,1,16,"Rodney Carney, Memphis, 2006"
2006,IND,Shawne Williams,Memphis,1,17,"Shawne Williams, Memphis, 2006"
2006,WAS,Oleksiy Pecherov,No US College,1,18,"Oleksiy Pecherov, No US College, 2006"
2006,SAC,Quincy Douby,Rutgers University,1,19,"Quincy Douby, Rutgers University, 2006"
2006,NYK,Renaldo Balkman,South Carolina,1,20,"Renaldo Balkman, South Carolina, 2006"
2006,PHO,Rajon Rondo,Kentucky,1,21,"Rajon Rondo, Kentucky, 2006"
2006,NJN,Marcus Williams,UConn,1,22,"Marcus Williams, UConn, 2006"
2006,NJN,Josh Boone,UConn,1,23,"Josh Boone, UConn, 2006"
2006,MEM,Kyle Lowry,Villanova,1,24,"Kyle Lowry, Villanova, 2006"
2006,CLE,Shannon Brown,Michigan State,1,25,"Shannon Brown, Michigan State, 2006"
2006,LAL,Jordan Farmar,UCLA,1,26,"Jordan Farmar, UCLA, 2006"
2006,PHO,Sergio Rodríguez,No US College,1,27,"Sergio Rodríguez, No US College, 2006"
2006,DAL,Maurice Ager,Michigan State,1,28,"Maurice Ager, Michigan State, 2006"
