year,team_abb,player,college,round,pick,official_key
1995,GSW,Dwayne Whitfield,Jackson State University,2,40,"Dwayne Whitfield, Jackson State University, 1995"
1995,HOU,Erik Meek,Duke,2,41,"Erik Meek, Duke, 1995"
1995,ATL,Donnie Boyce,Colorado,2,42,"Donnie Boyce, Colorado, 1995"
1995,MIL,Eric Snow,Michigan State,2,43,"Eric Snow, Michigan State, 1995"
1995,DEN,Anthony Pelle,Fresno State,2,44,"Anthony Pelle, Fresno State, 1995"
1995,ATL,Troy Brown,Providence,2,45,"Troy Brown, Providence, 1995"
1995,MIA,George Banks,Texas-El Paso,2,46,"George Banks, Texas-El Paso, 1995"
1995,SAC,Tyus Edney,UCLA,2,47,"Tyus Edney, UCLA, 1995"
1995,MIN,Mark Davis,Texas Tech,2,48,"Mark Davis, Texas Tech, 1995"
1995,MIN,Jerome Allen,Penn,2,49,"Jerome Allen, Penn, 1995"
1995,GSW,Martin Lewis,Seward County Community College,2,50,"Martin Lewis, Seward County Community College, 1995"
1995,SAC,Dejan Bodiroga,No US College,2,51,"Dejan Bodiroga, No US College, 1995"
1995,IND,Fred Hoiberg,Iowa State,2,52,"Fred Hoiberg, Iowa State, 1995"
1995,LAC,Constantin Popa,Miami (FL),2,53,"Constantin Popa, Miami (FL), 1995"
1995,SEA,Aurelijius Zukauskas,No US College,2,54,"Aurelijius Zukauskas, No US College, 1995"
1995,GSW,Michael McDonald,New Orleans,2,55,"Michael McDonald, New Orleans, 1995"
1995,PHO,Chris Carr,Southern Illinois,2,56,"Chris Carr, Southern Illinois, 1995"
1995,ATL,Cuonzo Martin,Purdue,2,57,"Cuonzo Martin, Purdue, 1995"
1995,DET,Don Reid,Georgetown,2,58,"Don Reid, Georgetown, 1995"
1996,PHI,Allen Iverson,Georgetown,1,1,"Allen Iverson, Georgetown, 1996"
1996,TOR,Marcus Camby,UMass,1,2,"Marcus Camby, UMass, 1996"
1996,VAN,Shareef Abdur-Rahim,California,1,3,"Shareef Abdur-Rahim, California, 1996"
1996,MIL,Stephon Marbury,Georgia Tech,1,4,"Stephon Marbury, Georgia Tech, 1996"
1996,MIN,Ray Allen,UConn,1,5,"Ray Allen, UConn, 1996"
1996,BOS,Antoine Walker,Kentucky,1,6,"Antoine Walker, Kentucky, 1996"
1996,LAC,Lorenzen Wright,Memphis,1,7,"Lorenzen Wright, Memphis, 1996"
1996,NJN,Kerry Kittles,Villanova,1,8,"Kerry Kittles, Villanova, 1996"
1996,DAL,Samaki Walker,Louisville,1,9,"Samaki Walker, Louisville, 1996"
1996,IND,Erick Dampier,Mississippi State,1,10,"Erick Dampier, Mississippi State, 1996"
1996,GSW,Todd Fuller,NC State,1,11,"Todd Fuller, NC State, 1996"
1996,CLE,Vitaly Potapenko,Wright State University,1,12,"Vitaly Potapenko, Wright State University, 1996"
1996,CHH,Kobe Bryant,No US College,1,13,"Kobe Bryant, No US College, 1996"
1996,SAC,Peja Stojaković,No US College,1,14,"Peja Stojaković, No US College, 1996"
1996,PHO,Steve Nash,Santa Clara,1,15,"Steve Nash, Santa Clara, 1996"
1996,CHH,Tony Delk,Kentucky,1,16,"Tony Delk, Kentucky, 1996"
1996,POR,Jermaine O'Neal,No US College,1,17,"Jermaine O'Neal, No US College, 1996"
1996,NYK,John Wallace,Syracuse,1,18,"John Wallace, Syracuse, 1996"
1996,NYK,Walter McCarty,Kentucky,1,19,"Walter McCarty, Kentucky, 1996"
1996,CLE,Zydrunas Ilgauskas,No US College,1,20,"Zydrunas Ilgauskas, No US College, 1996"
1996,NYK,Dontae' Jones,Mississippi State,1,21,"Dontae' Jones, Mississippi State, 1996"
1996,VAN,Roy Rogers,Alabama,1,22,"Roy Rogers, Alabama, 1996"
1996,DEN,Efthimios Rentzias,No US College,1,23,"Efthimios Rentzias, No US College, 1996"
1996,LAL,Derek Fisher,Little Rock,1,24,"Derek Fisher, Little Rock, 1996"
1996,UTA,Martin Müürsepp,No US College,1,25,"Martin Müürsepp, No US College, 1996"
1996,DET,Jerome Williams,Georgetown,1,26,"Jerome Williams, Georgetown, 1996"
1996,ORL,Brian Evans,Indiana,1,27,"Brian Evans, Indiana, 1996"
1996,ATL,Priest Lauderdale,Central State University,1,28,"Priest Lauderdale, Central State University, 1996"
1996,CHI,Travis Knight,UConn,1,29,"Travis Knight, UConn, 1996"
1996,HOU,Othella Harrington,Georgetown,2,30,"Othella Harrington, Georgetown, 1996"
1996,PHI,Mark Hendrickson,Washington State,2,31,"Mark Hendrickson, Washington State, 1996"
1996,PHI,Ryan Minor,Oklahoma,2,32,"Ryan Minor, Oklahoma, 1996"
1996,MIL,Moochie Norris,University of West Florida,2,33,"Moochie Norris, University of West Florida, 1996"
1996,DAL,Shawn Harvey,West Virginia State University,2,34,"Shawn Harvey, West Virginia State University, 1996"
1996,SEA,Joseph Blair,Arizona,2,35,"Joseph Blair, Arizona, 1996"
1996,LAC,Doron Sheffer,UConn,2,36,"Doron Sheffer, UConn, 1996"
1996,DEN,Jeff McInnis,UNC,2,37,"Jeff McInnis, UNC, 1996"
1996,BOS,Steve Hamer,Tennessee,2,38,"Steve Hamer, Tennessee, 1996"
1996,PHO,Russ Millard,Iowa,2,39,"Russ Millard, Iowa, 1996"
1996,GSW,Marcus Mann,Mississippi Valley State University,2,40,"Marcus Mann, Mississippi Valley State University, 1996"
1996,SAC,Jason Sasser,Texas Tech,2,41,"Jason Sasser, Texas Tech, 1996"
1996,HOU,Randy Livingston,LSU,2,42,"Randy Livingston, LSU, 1996"
1996,PHO,Ben Davis,Arizona,2,43,"Ben Davis, Arizona, 1996"
1996,CHH,Malik Rose,Drexel,2,44,"Malik Rose, Drexel, 1996"
1996,SEA,Joe Vogel,Colorado State,2,45,"Joe Vogel, Colorado State, 1996"
1996,POR,Marcus Brown,Murray State,2,46,"Marcus Brown, Murray State, 1996"
1996,SEA,Ron Riley,Arizona State,2,47,"Ron Riley, Arizona State, 1996"
1996,PHI,Jamie Feick,Michigan State,2,48,"Jamie Feick, Michigan State, 1996"
1996,ORL,Amal McCaskill,Marquette,2,49,"Amal McCaskill, Marquette, 1996"
1996,HOU,Terrell Bell,Georgia,2,50,"Terrell Bell, Georgia, 1996"
1996,VAN,Chris Robinson,Western Kentucky,2,51,"Chris Robinson, Western Kentucky, 1996"
1996,IND,Mark Pope,Kentucky,2,52,"Mark Pope, Kentucky, 1996"
1996,MIL,Jeff Nordgaard,Green Bay,2,53,"Jeff Nordgaard, Green Bay, 1996"
1996,UTA,Shandon Anderson,Georgia,2,54,"Shandon Anderson, Georgia, 1996"
1996,WSB,Ronnie Henderson,LSU,2,55,"Ronnie Henderson, LSU, 1996"
1996,CLE,Reggie Geary,Arizona,2,56,"Reggie Geary, Arizona, 1996"
1996,SEA,Drew Barry,Georgia Tech,2,57,"Drew Barry, Georgia Tech, 1996"
1996,DAL,Darnell Robinson,Arkansas,2,58,"Darnell Robinson, Arkansas, 1996"
1997,SAS,Tim Duncan,Wake Forest,1,1,"Tim Duncan, Wake Forest, 1997"
1997,PHI,Keith Van Horn,Utah,1,2,"Keith Van Horn, Utah, 1997"
1997,BOS,Chauncey Billups,Colorado,1,3,"Chauncey Billups, Colorado, 1997"
1997,VAN,Antonio Daniels,Bowling Green,1,4,"Antonio Daniels, Bowling Green, 1997"
1997,DEN,Tony Battie,Texas Tech,1,5,"Tony Battie, Texas Tech, 1997"
1997,BOS,Ron Mercer,Kentucky,1,6,"Ron Mercer, Kentucky, 1997"
1997,NJN,Tim Thomas,Villanova,1,7,"Tim Thomas, Villanova, 1997"
1997,GSW,Adonal Foyle,Colgate,1,8,"Adonal Foyle, Colgate, 1997"
1997,TOR,Tracy McGrady,No US College,1,9,"Tracy McGrady, No US College, 1997"
1997,MIL,Danny Fortson,Cincinnati,1,10,"Danny Fortson, Cincinnati, 1997"
1997,SAC,Tariq Abdul-Wahad,San Jose State,1,11,"Tariq Abdul-Wahad, San Jose State, 1997"
1997,IND,Austin Croshere,Providence,1,12,"Austin Croshere, Providence, 1997"
1997,CLE,Derek Anderson,Kentucky,1,13,"Derek Anderson, Kentucky, 1997"
1997,LAC,Maurice Taylor,Michigan,1,14,"Maurice Taylor, Michigan, 1997"
1997,DAL,Kelvin Cato,Iowa State,1,15,"Kelvin Cato, Iowa State, 1997"
1997,CLE,Brevin Knight,Stanford,1,16,"Brevin Knight, Stanford, 1997"
1997,ORL,Johnny Taylor,Chattanooga,1,17,"Johnny Taylor, Chattanooga, 1997"
1997,POR,Chris Anstey,No US College,1,18,"Chris Anstey, No US College, 1997"
1997,DET,Scot Pollard,Kansas,1,19,"Scot Pollard, Kansas, 1997"
1997,MIN,Paul Grant,Wisconsin,1,20,"Paul Grant, Wisconsin, 1997"
1997,NJN,Anthony Parker,Bradley,1,21,"Anthony Parker, Bradley, 1997"
1997,ATL,Ed Gray,California,1,22,"Ed Gray, California, 1997"
1997,SEA,Bobby Jackson,Minnesota,1,23,"Bobby Jackson, Minnesota, 1997"
1997,HOU,Rodrick Rhodes,USC,1,24,"Rodrick Rhodes, USC, 1997"
1997,NYK,John Thomas,Minnesota,1,25,"John Thomas, Minnesota, 1997"
1997,MIA,Charles Smith,New Mexico,1,26,"Charles Smith, New Mexico, 1997"
1997,UTA,Jacque Vaughn,Kansas,1,27,"Jacque Vaughn, Kansas, 1997"
1997,CHI,Keith Booth,Maryland,1,28,"Keith Booth, Maryland, 1997"
1997,HOU,Serge Zwikker,UNC,2,29,"Serge Zwikker, UNC, 1997"
1997,MIA,Mark Sanford,Washington,2,30,"Mark Sanford, Washington, 1997"
1997,DET,Charles O'Bannon,UCLA,2,31,"Charles O'Bannon, UCLA, 1997"
1997,DEN,James Cotton,Cal State Long Beach,2,32,"James Cotton, Cal State Long Beach, 1997"
1997,PHI,Marko Milič,No US College,2,33,"Marko Milič, No US College, 1997"
1997,DAL,Bubba Wells,Austin Peay State University,2,34,"Bubba Wells, Austin Peay State University, 1997"
1997,PHI,Kebu Stewart,Cal State-Bakersfield,2,35,"Kebu Stewart, Cal State-Bakersfield, 1997"
1997,PHI,James Collins,Florida State,2,36,"James Collins, Florida State, 1997"
1997,GSW,Marc Jackson,Temple,2,37,"Marc Jackson, Temple, 1997"
1997,MIL,Jerald Honeycutt,Tulane,2,38,"Jerald Honeycutt, Tulane, 1997"
1997,SAC,Anthony Johnson,College of Charleston,2,39,"Anthony Johnson, College of Charleston, 1997"
1997,SEA,Eddie Elisma,Georgia Tech,2,40,"Eddie Elisma, Georgia Tech, 1997"
1997,DEN,Jason Lawson,Villanova,2,41,"Jason Lawson, Villanova, 1997"
1997,PHO,Stephen Jackson,Butler County Community College,2,42,"Stephen Jackson, Butler County Community College, 1997"
1997,MIN,Gordon Malone,West Virginia,2,43,"Gordon Malone, West Virginia, 1997"
1997,CLE,Cedric Henderson,Memphis,2,44,"Cedric Henderson, Memphis, 1997"
1997,WAS,God Shammgod,Providence,2,45,"God Shammgod, Providence, 1997"
1997,ORL,Eric Washington,Alabama,2,46,"Eric Washington, Alabama, 1997"
1997,POR,Alvin Williams,Villanova,2,47,"Alvin Williams, Villanova, 1997"
1997,WAS,Predrag Drobnjak,No US College,2,48,"Predrag Drobnjak, No US College, 1997"
1997,ATL,Alain Digbeu,No US College,2,49,"Alain Digbeu, No US College, 1997"
1997,ATL,Chris Crawford,Marquette,2,50,"Chris Crawford, Marquette, 1997"
1997,LAL,DeJuan Wheat,Louisville,2,51,"DeJuan Wheat, Louisville, 1997"
1997,VAN,C.J. Bruton,Indian Hills Community College,2,52,"C.J. Bruton, Indian Hills Community College, 1997"
1997,LAL,Paul Rogers,Gonzaga,2,53,"Paul Rogers, Gonzaga, 1997"
1997,SEA,Mark Blount,Pitt,2,54,"Mark Blount, Pitt, 1997"
1997,BOS,Ben Pepper,No US College,2,55,"Ben Pepper, No US College, 1997"
1997,UTA,Nate Erdmann,Oklahoma,2,56,"Nate Erdmann, Oklahoma, 1997"
1997,CHI,Roberto Duenas,No US College,2,57,"Roberto Duenas, No US College, 1997"
1998,LAC,Michael Olowokandi,University of the Pacific,1,1,"Michael Olowokandi, University of the Pacific, 1998"
1998,VAN,Mike Bibby,Arizona,1,2,"Mike Bibby, Arizona, 1998"
1998,DEN,Raef LaFrentz,Kansas,1,3,"Raef LaFrentz, Kansas, 1998"
1998,TOR,Antawn Jamison,UNC,1,4,"Antawn Jamison, UNC, 1998"
1998,GSW,Vince Carter,UNC,1,5,"Vince Carter, UNC, 1998"
1998,DAL,Robert Traylor,Michigan,1,6,"Robert Traylor, Michigan, 1998"
1998,SAC,Jason Williams,Florida,1,7,"Jason Williams, Florida, 1998"
1998,PHI,Larry Hughes,Saint Louis,1,8,"Larry Hughes, Saint Louis, 1998"
1998,MIL,Dirk Nowitzki,No US College,1,9,"Dirk Nowitzki, No US College, 1998"
1998,BOS,Paul Pierce,Kansas,1,10,"Paul Pierce, Kansas, 1998"
1998,DET,Bonzi Wells,Ball State University,1,11,"Bonzi Wells, Ball State University, 1998"
1998,ORL,Michael Doleac,Utah,1,12,"Michael Doleac, Utah, 1998"
1998,ORL,Keon Clark,UNLV,1,13,"Keon Clark, UNLV, 1998"
1998,HOU,Michael Dickerson,Arizona,1,14,"Michael Dickerson, Arizona, 1998"
1998,ORL,Matt Harpring,Georgia Tech,1,15,"Matt Harpring, Georgia Tech, 1998"
1998,HOU,Bryce Drew,Valparaiso,1,16,"Bryce Drew, Valparaiso, 1998"
1998,MIN,Rasho Nesterović,No US College,1,17,"Rasho Nesterović, No US College, 1998"
1998,HOU,Mirsad Türkcan,No US College,1,18,"Mirsad Türkcan, No US College, 1998"
1998,MIL,Pat Garrity,Notre Dame,1,19,"Pat Garrity, Notre Dame, 1998"
1998,ATL,Roshown McLeod,Duke,1,20,"Roshown McLeod, Duke, 1998"
1998,CHH,Ricky Davis,Iowa,1,21,"Ricky Davis, Iowa, 1998"
1998,LAC,Brian Skinner,Baylor,1,22,"Brian Skinner, Baylor, 1998"
1998,DEN,Tyronn Lue,Nebraska,1,23,"Tyronn Lue, Nebraska, 1998"
1998,SAS,Felipe López,St. John's,1,24,"Felipe López, St. John's, 1998"
1998,IND,Al Harrington,No US College,1,25,"Al Harrington, No US College, 1998"
1998,LAL,Sam Jacobson,Minnesota,1,26,"Sam Jacobson, Minnesota, 1998"
1998,SEA,Vladimir Stepania,No US College,1,27,"Vladimir Stepania, No US College, 1998"
1998,CHI,Corey Benjamin,Oregon State,1,28,"Corey Benjamin, Oregon State, 1998"
1998,UTA,Nazr Mohammed,Kentucky,1,29,"Nazr Mohammed, Kentucky, 1998"
1998,DAL,Ansu Sesay,Ole Miss,2,30,"Ansu Sesay, Ole Miss, 1998"
1998,LAL,Ruben Patterson,Cincinnati,2,31,"Ruben Patterson, Cincinnati, 1998"
1998,SEA,Rashard Lewis,No US College,2,32,"Rashard Lewis, No US College, 1998"
1998,SEA,Jelani McCoy,UCLA,2,33,"Jelani McCoy, UCLA, 1998"
1998,CHI,Shammond Williams,UNC,2,34,"Shammond Williams, UNC, 1998"
1998,DAL,Bruno Šundov,No US College,2,35,"Bruno Šundov, No US College, 1998"
1998,SAC,Jerome James,Florida A&M,2,36,"Jerome James, Florida A&M, 1998"
1998,PHI,Casey Shaw,Toledo,2,37,"Casey Shaw, Toledo, 1998"
1998,NYK,DeMarco Johnson,UNC Charlotte,2,38,"DeMarco Johnson, UNC Charlotte, 1998"
1998,MIL,Rafer Alston,Fresno State,2,39,"Rafer Alston, Fresno State, 1998"
1998,DET,Korleone Young,No US College,2,40,"Korleone Young, No US College, 1998"
1998,HOU,Cuttino Mobley,Rhode Island,2,41,"Cuttino Mobley, Rhode Island, 1998"
1998,ORL,Miles Simon,Arizona,2,42,"Miles Simon, Arizona, 1998"
1998,WAS,Jahidi White,Georgetown,2,43,"Jahidi White, Georgetown, 1998"
1998,NYK,Sean Marks,California,2,44,"Sean Marks, California, 1998"
1998,LAL,Toby Bailey,UCLA,2,45,"Toby Bailey, UCLA, 1998"
1998,MIN,Andrae Patterson,Indiana,2,46,"Andrae Patterson, Indiana, 1998"
1998,TOR,Tyson Wheeler,Rhode Island,2,47,"Tyson Wheeler, Rhode Island, 1998"
1998,CLE,Ryan Stack,South Carolina,2,48,"Ryan Stack, South Carolina, 1998"
1998,ATL,Cory Carr,Texas Tech,2,49,"Cory Carr, Texas Tech, 1998"
1998,CHH,Andrew Betts,Cal State Long Beach,2,50,"Andrew Betts, Cal State Long Beach, 1998"
1998,MIA,Corey Brewer,Oklahoma,2,51,"Corey Brewer, Oklahoma, 1998"
1998,SAS,Derrick Dial,Eastern Michigan,2,52,"Derrick Dial, Eastern Michigan, 1998"
1998,DAL,Greg Buckner,Clemson,2,53,"Greg Buckner, Clemson, 1998"
1998,DEN,Tremaine Fowlkes,Fresno State,2,54,"Tremaine Fowlkes, Fresno State, 1998"
1998,DEN,Ryan Bowen,Iowa,2,55,"Ryan Bowen, Iowa, 1998"
1998,VAN,J.R. Henderson,UCLA,2,56,"J.R. Henderson, UCLA, 1998"
1998,UTA,Torraye Braggs,Xavier,2,57,"Torraye Braggs, Xavier, 1998"
1998,CHI,Maceo Baston,Michigan,2,58,"Maceo Baston, Michigan, 1998"
1999,CHI,Elton Brand,Duke,1,1,"Elton Brand, Duke, 1999"
1999,VAN,Steve Francis,Maryland,1,2,"Steve Francis, Maryland, 1999"
1999,CHH,Baron Davis,UCLA,1,3,"Baron Davis, UCLA, 1999"
1999,LAC,Lamar Odom,Rhode Island,1,4,"Lamar Odom, Rhode Island, 1999"
1999,TOR,Jonathan Bender,No US College,1,5,"Jonathan Bender, No US College, 1999"
1999,MIN,Wally Szczerbiak,Miami University,1,6,"Wally Szczerbiak, Miami University, 1999"
1999,WAS,Richard Hamilton,UConn,1,7,"Richard Hamilton, UConn, 1999"
1999,CLE,Andre Miller,Utah,1,8,"Andre Miller, Utah, 1999"
1999,PHO,Shawn Marion,UNLV,1,9,"Shawn Marion, UNLV, 1999"
1999,ATL,Jason Terry,Arizona,1,10,"Jason Terry, Arizona, 1999"
1999,CLE,Trajan Langdon,Duke,1,11,"Trajan Langdon, Duke, 1999"
1999,TOR,Aleksandar Radojević,Barton County Community College,1,12,"Aleksandar Radojević, Barton County Community College, 1999"
1999,SEA,Corey Maggette,Duke,1,13,"Corey Maggette, Duke, 1999"
1999,MIN,William Avery,Duke,1,14,"William Avery, Duke, 1999"
1999,NYK,Frederic Weis,No US College,1,15,"Frederic Weis, No US College, 1999"
1999,CHI,Metta World Peace,St. John's,1,16,"Metta World Peace, St. John's, 1999"
1999,ATL,Cal Bowdler,Old Dominion,1,17,"Cal Bowdler, Old Dominion, 1999"
1999,DEN,James Posey,Xavier,1,18,"James Posey, Xavier, 1999"
1999,UTA,Quincy Lewis,Minnesota,1,19,"Quincy Lewis, Minnesota, 1999"
1999,ATL,Dion Glover,Georgia Tech,1,20,"Dion Glover, Georgia Tech, 1999"
1999,GSW,Jeff Foster,Texas State University,1,21,"Jeff Foster, Texas State University, 1999"
1999,HOU,Kenny Thomas,New Mexico,1,22,"Kenny Thomas, New Mexico, 1999"
1999,LAL,Devean George,Augsburg College,1,23,"Devean George, Augsburg College, 1999"
1999,UTA,Andrei Kirilenko,No US College,1,24,"Andrei Kirilenko, No US College, 1999"
1999,MIA,Tim James,Miami (FL),1,25,"Tim James, Miami (FL), 1999"
1999,IND,Vonteego Cummings,Pitt,1,26,"Vonteego Cummings, Pitt, 1999"
1999,ATL,Jumaine Jones,Georgia,1,27,"Jumaine Jones, Georgia, 1999"
1999,UTA,Scott Padgett,Kentucky,1,28,"Scott Padgett, Kentucky, 1999"
1999,SAS,Leon Smith,No US College,1,29,"Leon Smith, No US College, 1999"
1999,LAL,John Celestand,Villanova,2,30,"John Celestand, Villanova, 1999"
1999,LAC,Rico Hill,Illinois State,2,31,"Rico Hill, Illinois State, 1999"
1999,CHI,Michael Ruffin,Tulsa,2,32,"Michael Ruffin, Tulsa, 1999"
1999,DEN,Chris Herren,Fresno State,2,33,"Chris Herren, Fresno State, 1999"
1999,NJN,Evan Eschmeyer,Northwestern,2,34,"Evan Eschmeyer, Northwestern, 1999"
1999,WAS,Calvin Booth,Penn State,2,35,"Calvin Booth, Penn State, 1999"
1999,DAL,Wang Zhizhi,No US College,2,36,"Wang Zhizhi, No US College, 1999"
1999,VAN,Obinna Ekezie,Maryland,2,37,"Obinna Ekezie, Maryland, 1999"
1999,ORL,Laron Profit,Maryland,2,38,"Laron Profit, Maryland, 1999"
1999,CLE,A.J. Bramlett,Arizona,2,39,"A.J. Bramlett, Arizona, 1999"
1999,DAL,Gordan Giriček,No US College,2,40,"Gordan Giriček, No US College, 1999"
1999,DEN,Francisco Elson,California,2,41,"Francisco Elson, California, 1999"
1999,MIN,Louis Bullock,Michigan,2,42,"Louis Bullock, Michigan, 1999"
1999,CHH,Lee Nailon,TCU,2,43,"Lee Nailon, TCU, 1999"
1999,HOU,Tyrone Washington,Mississippi State,2,44,"Tyrone Washington, Mississippi State, 1999"
1999,SAC,Ryan Robertson,Kansas,2,45,"Ryan Robertson, Kansas, 1999"
1999,NYK,J.R. Koch,Iowa,2,46,"J.R. Koch, Iowa, 1999"
1999,PHI,Todd MacCulloch,Washington,2,47,"Todd MacCulloch, Washington, 1999"
1999,MIL,Galen Young,UNC Charlotte,2,48,"Galen Young, UNC Charlotte, 1999"
1999,CHI,Lari Ketner,UMass,2,49,"Lari Ketner, UMass, 1999"
1999,HOU,Venson Hamilton,Nebraska,2,50,"Venson Hamilton, Nebraska, 1999"
1999,VAN,Antwain Smith,Saint Paul's College,2,51,"Antwain Smith, Saint Paul's College, 1999"
1999,POR,Roberto Bergersen,Boise State,2,52,"Roberto Bergersen, Boise State, 1999"
1999,MIA,Rodney Buford,Creighton,2,53,"Rodney Buford, Creighton, 1999"
1999,DET,Melvin Levett,Cincinnati,2,54,"Melvin Levett, Cincinnati, 1999"
1999,BOS,Kris Clack,Texas,2,55,"Kris Clack, Texas, 1999"
1999,GSW,Tim Young,Stanford,2,56,"Tim Young, Stanford, 1999"
1999,SAS,Manu Ginóbili,No US College,2,57,"Manu Ginóbili, No US College, 1999"
1999,UTA,Eddie Lucas,Virginia Tech,2,58,"Eddie Lucas, Virginia Tech, 1999"
2000,NJN,Kenyon Martin,Cincinnati,1,1,"Kenyon Martin, Cincinnati, 2000"
2000,VAN,Stromile Swift,LSU,1,2,"Stromile Swift, LSU, 2000"
2000,LAC,Darius Miles,No US College,1,3,"Darius Miles, No US College, 2000"
2000,CHI,Marcus Fizer,Iowa State,1,4,"Marcus Fizer, Iowa State, 2000"
2000,ORL,Mike Miller,Florida,1,5,"Mike Miller, Florida, 2000"
2000,ATL,DerMarr Johnson,Cincinnati,1,6,"DerMarr Johnson, Cincinnati, 2000"
2000,CHI,Chris Mihm,Texas,1,7,"Chris Mihm, Texas, 2000"
2000,CLE,Jamal Crawford,Michigan,1,8,"Jamal Crawford, Michigan, 2000"
2000,HOU,Joel Przybilla,Minnesota,1,9,"Joel Przybilla, Minnesota, 2000"
2000,ORL,Keyon Dooling,Missouri,1,10,"Keyon Dooling, Missouri, 2000"
2000,BOS,Jérôme Moïso,UCLA,1,11,"Jérôme Moïso, UCLA, 2000"
2000,DAL,Etan Thomas,Syracuse,1,12,"Etan Thomas, Syracuse, 2000"
2000,ORL,Courtney Alexander,Fresno State,1,13,"Courtney Alexander, Fresno State, 2000"
2000,DET,Mateen Cleaves,Michigan State,1,14,"Mateen Cleaves, Michigan State, 2000"
2000,MIL,Jason Collier,Georgia Tech,1,15,"Jason Collier, Georgia Tech, 2000"
2000,SAC,Hedo Türkoğlu,No US College,1,16,"Hedo Türkoğlu, No US College, 2000"
2000,SEA,Desmond Mason,Oklahoma State,1,17,"Desmond Mason, Oklahoma State, 2000"
2000,LAC,Quentin Richardson,DePaul,1,18,"Quentin Richardson, DePaul, 2000"
2000,CHH,Jamaal Magloire,Kentucky,1,19,"Jamaal Magloire, Kentucky, 2000"
2000,PHI,Speedy Claxton,Hofstra,1,20,"Speedy Claxton, Hofstra, 2000"
2000,TOR,Morris Peterson,Michigan State,1,21,"Morris Peterson, Michigan State, 2000"
2000,NYK,Donnell Harvey,Florida,1,22,"Donnell Harvey, Florida, 2000"
2000,UTA,DeShawn Stevenson,No US College,1,23,"DeShawn Stevenson, No US College, 2000"
2000,CHI,Dalibor Bagarić,No US College,1,24,"Dalibor Bagarić, No US College, 2000"
2000,PHO,Jake Tsakalidis,No US College,1,25,"Jake Tsakalidis, No US College, 2000"
2000,DEN,Mamadou N'Diaye,Auburn,1,26,"Mamadou N'Diaye, Auburn, 2000"
2000,IND,Primož Brezec,No US College,1,27,"Primož Brezec, No US College, 2000"
2000,POR,Erick Barkley,St. John's,1,28,"Erick Barkley, St. John's, 2000"
2000,LAL,Mark Madsen,Stanford,1,29,"Mark Madsen, Stanford, 2000"
2000,LAC,Marko Jarić,No US College,2,30,"Marko Jarić, No US College, 2000"
2000,DAL,Dan Langhi,Vanderbilt,2,31,"Dan Langhi, Vanderbilt, 2000"
2000,CHI,A.J. Guyton,Indiana,2,32,"A.J. Guyton, Indiana, 2000"
2000,CHI,Jake Voskuhl,UConn,2,33,"Jake Voskuhl, UConn, 2000"
2000,CHI,Khalid El-Amin,UConn,2,34,"Khalid El-Amin, UConn, 2000"
2000,WAS,Mike Smith,Louisiana-Monroe,2,35,"Mike Smith, Louisiana-Monroe, 2000"
2000,NJN,Soumaila Samake,No US College,2,36,"Soumaila Samake, No US College, 2000"
2000,MIA,Eddie House,Arizona State,2,37,"Eddie House, Arizona State, 2000"
2000,HOU,Eduardo Nájera,Oklahoma,2,38,"Eduardo Nájera, Oklahoma, 2000"
2000,NYK,Lavor Postell,St. John's,2,39,"Lavor Postell, St. John's, 2000"
2000,ATL,Hanno Möttölä,Utah,2,40,"Hanno Möttölä, Utah, 2000"
2000,SAS,Chris Carrawell,Duke,2,41,"Chris Carrawell, Duke, 2000"
2000,SEA,Olumide Oyedeji,No US College,2,42,"Olumide Oyedeji, No US College, 2000"
2000,MIL,Michael Redd,Ohio State,2,43,"Michael Redd, Ohio State, 2000"
2000,DET,Brian Cardinal,Purdue,2,44,"Brian Cardinal, Purdue, 2000"
2000,SAC,Jabari Smith,LSU,2,45,"Jabari Smith, LSU, 2000"
2000,TOR,DeeAndre Hulett,College of the Sequoias,2,46,"DeeAndre Hulett, College of the Sequoias, 2000"
2000,SEA,Josip Sesar,No US College,2,47,"Josip Sesar, No US College, 2000"
2000,PHI,Mark Karcher,Temple,2,48,"Mark Karcher, Temple, 2000"
2000,MIL,Jason Hart,Syracuse,2,49,"Jason Hart, Syracuse, 2000"
2000,UTA,Kaniel Dickens,Idaho,2,50,"Kaniel Dickens, Idaho, 2000"
2000,MIN,Igor Rakočević,No US College,2,51,"Igor Rakočević, No US College, 2000"
2000,MIA,Ernest Brown,Indian Hills Community College,2,52,"Ernest Brown, Indian Hills Community College, 2000"
2000,DEN,Dan McClintock,Northern Arizona University,2,53,"Dan McClintock, Northern Arizona University, 2000"
2000,SAS,Cory Hightower,Indian Hills Community College,2,54,"Cory Hightower, Indian Hills Community College, 2000"
2000,GSW,Chris Porter,Auburn,2,55,"Chris Porter, Auburn, 2000"
2000,IND,Jaquay Walls,Colorado,2,56,"Jaquay Walls, Colorado, 2000"
2000,ATL,Scoonie Penn,Ohio State,2,57,"Scoonie Penn, Ohio State, 2000"
2000,DAL,Pete Mickeal,Cincinnati,2,58,"Pete Mickeal, Cincinnati, 2000"
2001,WAS,Kwame Brown,No US College,1,1,"Kwame Brown, No US College, 2001"
2001,LAC,Tyson Chandler,No US College,1,2,"Tyson Chandler, No US College, 2001"
2001,ATL,Pau Gasol,No US College,1,3,"Pau Gasol, No US College, 2001"
