,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,player
3,Career,Penn,,53,11,620,4.1,8.5,0.485,2.8,4.2,0.677,1.3,4.3,0.299,1.9,3.2,0.58,7.9,1.9,1.0,0.1,2.2,4.3,11.4,Eddie Scott
0,1999-00,Clemson,ACC,24,21,789,2.6,8.3,0.311,1.0,3.3,0.28800000000000003,1.6,5.0,0.327,1.1,1.4,0.75,4.0,3.5,1.4,0.1,2.7,3.4,7.9,Edward Scott
1,2000-01,Clemson,ACC,30,30,1000,3.2,8.1,0.391,2.6,5.2,0.489,0.6,2.8,0.21100000000000002,1.8,2.2,0.821,4.1,5.1,0.8,0.0,3.0,2.6,8.8,Edward Scott
2,2001-02,Clemson,ACC,30,30,1105,4.9,12.0,0.405,3.8,8.4,0.446,1.1,3.5,0.306,2.1,3.1,0.674,5.3,8.6,1.6,0.1,3.9,2.4,12.9,Edward Scott
3,2002-03,Clemson,ACC,28,28,1077,6.1,15.9,0.386,4.5,11.4,0.39299999999999996,1.6,4.5,0.36700000000000005,4.5,6.1,0.7390000000000001,3.9,6.0,1.4,0.1,2.9,1.6,18.4,Edward Scott
4,Career,Clemson,,112,109,3971,4.3,11.3,0.381,3.1,7.4,0.41700000000000004,1.2,3.9,0.313,2.5,3.4,0.737,4.4,6.0,1.3,0.1,3.2,2.5,12.3,Edward Scott
0,2017-18,Loyola Marymount,WCC,31,22,958,6.2,13.1,0.47100000000000003,6.1,12.5,0.488,0.1,0.6,0.133,3.9,6.5,0.606,9.4,3.0,1.0,0.4,3.5,2.7,16.4,Eli Scott
1,2018-19,Loyola Marymount,WCC,27,18,653,5.0,9.7,0.519,4.8,9.3,0.52,0.2,0.4,0.5,2.9,4.5,0.635,8.0,4.2,0.9,0.7,2.5,3.2,13.1,Eli Scott
2,2019-20,Loyola Marymount,WCC,32,32,1106,6.6,12.5,0.528,6.3,11.4,0.551,0.3,1.1,0.29,4.5,7.0,0.639,7.7,5.0,1.2,0.2,3.8,2.2,18.0,Eli Scott
3,2020-21,Loyola Marymount,WCC,22,22,784,7.1,14.4,0.495,6.7,12.8,0.528,0.4,1.7,0.242,5.5,7.8,0.7040000000000001,9.2,4.1,0.7,0.5,4.2,2.8,20.2,Eli Scott
4,Career,Loyola Marymount,,112,94,3501,6.3,12.6,0.502,6.1,11.6,0.522,0.3,1.0,0.259,4.3,6.6,0.647,8.6,4.1,1.0,0.4,3.6,2.7,17.1,Eli Scott
0,1997-98,West Virginia,Big East,21,0,113,3.2,10.3,0.31,3.2,9.2,0.34600000000000003,0.0,1.1,0.0,1.4,1.8,0.8,11.0,2.1,2.1,1.1,2.1,4.2,7.8,Elton Scott
1,1998-99,West Virginia,Big East,29,29,1028,7.0,15.8,0.441,6.0,12.3,0.489,1.0,3.5,0.275,2.4,3.5,0.6809999999999999,7.2,4.2,3.1,1.1,3.4,2.4,17.3,Elton Scott
2,Career,West Virginia,,50,29,1141,6.6,15.2,0.43200000000000005,5.7,12.0,0.478,0.9,3.3,0.266,2.3,3.4,0.688,7.5,4.0,3.0,1.1,3.3,2.6,16.4,Elton Scott
0,2007-08,Cal State Northridge,Big West,6,0,11,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,7.3,14.5,0.5,7.3,3.6,0.0,3.6,3.6,18.2,7.3,Evan Scott
1,Career,Cal State Northridge,,6,0,11,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,7.3,14.5,0.5,7.3,3.6,0.0,3.6,3.6,18.2,7.3,Evan Scott
0,1992-93,UMBC,Big South,28,,387,4.9,13.6,0.35600000000000004,3.9,11.0,0.358,0.9,2.7,0.34600000000000003,5.3,6.9,0.7609999999999999,6.5,2.6,2.0,0.1,4.2,5.1,15.9,Felton Scott
1,1993-94,UMBC,Big South,25,2.0,335,4.8,12.3,0.38799999999999996,3.1,7.9,0.39399999999999996,1.7,4.4,0.37799999999999995,3.2,4.2,0.7709999999999999,5.7,2.0,1.9,0.2,4.1,5.5,14.4,Felton Scott
2,Career,UMBC,,53,2.0,722,4.8,13.0,0.37,3.5,9.5,0.37200000000000005,1.3,3.5,0.365,4.3,5.7,0.765,6.1,2.3,1.9,0.2,4.2,5.3,15.2,Felton Scott
0,1991-92,Harvard,Ivy,18,0,63,7.6,15.9,0.48,5.7,10.8,0.529,1.9,5.1,0.375,1.9,5.1,0.375,10.2,0.6,0.6,1.3,5.1,5.1,19.0,Fred Scott
1,1992-93,Harvard,Ivy,12,0,66,3.0,12.7,0.23800000000000002,2.4,9.1,0.267,0.6,3.6,0.16699999999999998,0.6,0.6,1.0,4.8,1.2,0.6,0.6,1.2,6.1,7.3,Fred Scott
2,1993-94,Harvard,Ivy,26,14,443,4.5,11.1,0.40700000000000003,3.8,7.7,0.494,0.7,3.4,0.21100000000000002,2.2,2.8,0.774,6.0,1.5,0.5,0.9,3.3,3.8,11.9,Fred Scott
3,1994-95,Harvard,Ivy,1,0,1,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Fred Scott
4,Career,Harvard,,57,14,573,4.7,11.9,0.39399999999999996,3.8,8.2,0.466,0.8,3.6,0.231,2.0,2.8,0.7,6.4,1.4,0.5,0.9,3.2,4.2,12.1,Fred Scott
0,2015-16,DePaul,Big East,4,0,9,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,,0.0,4.4,0.0,8.9,0.0,0.0,0.0,4.4,8.9,0.0,Frederick Scott
1,2017-18,Rider,MAAC,32,10,763,7.8,15.0,0.521,6.1,10.6,0.579,1.7,4.4,0.381,4.1,9.3,0.446,11.0,1.3,1.0,0.5,3.0,3.8,21.4,Frederick Scott
2,2018-19,Rider,MAAC,30,18,754,6.3,13.4,0.466,4.8,9.4,0.506,1.5,4.0,0.373,5.3,8.1,0.654,9.1,2.2,1.3,0.5,2.6,3.1,19.3,Frederick Scott
3,2019-20,Rider,MAAC,30,29,867,6.0,12.8,0.46799999999999997,4.2,8.2,0.506,1.8,4.6,0.4,3.6,5.9,0.602,7.2,2.0,1.0,0.4,2.8,3.6,17.4,Frederick Scott
4,2020-21,Boston College,ACC,7,2,128,5.6,14.1,0.4,3.1,7.8,0.4,2.5,6.3,0.4,2.8,5.6,0.5,8.4,1.3,1.9,0.6,4.1,4.4,16.6,Frederick Scott
5,Career,Overall,,103,59,2521,6.6,13.7,0.48100000000000004,4.9,9.3,0.526,1.7,4.4,0.387,4.2,7.6,0.556,9.0,1.8,1.1,0.5,2.9,3.6,19.1,Frederick Scott
6,,DePaul,,4,0,9,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,,0.0,4.4,0.0,8.9,0.0,0.0,0.0,4.4,8.9,0.0,Frederick Scott
7,,Rider,,92,57,2384,6.7,13.7,0.486,5.0,9.4,0.532,1.7,4.3,0.386,4.3,7.7,0.5589999999999999,9.0,1.8,1.1,0.5,2.8,3.5,19.3,Frederick Scott
8,,Boston College,,7,2,128,5.6,14.1,0.4,3.1,7.8,0.4,2.5,6.3,0.4,2.8,5.6,0.5,8.4,1.3,1.9,0.6,4.1,4.4,16.6,Frederick Scott
0,2001-02,Morgan State,MEAC,13,0,91,3.1,4.4,0.7,3.1,4.4,0.7,0.0,0.0,,1.3,1.3,1.0,5.3,0.9,1.3,0.0,0.4,1.8,7.5,Fredrick Scott
1,Career,Morgan State,,13,0,91,3.1,4.4,0.7,3.1,4.4,0.7,0.0,0.0,,1.3,1.3,1.0,5.3,0.9,1.3,0.0,0.4,1.8,7.5,Fredrick Scott
0,1992-93,Louisiana Tech,Sun Belt,28,17,461,3.6,9.5,0.373,3.6,9.5,0.373,0.0,0.0,,1.4,4.5,0.308,7.2,0.7,0.6,3.0,2.9,3.6,8.5,Garrick Scott
1,1994-95,LSU,SEC,27,14,367,2.5,6.2,0.40399999999999997,2.5,6.2,0.40399999999999997,0.0,0.0,,1.7,3.8,0.457,9.0,1.0,1.4,2.1,2.3,8.2,6.8,Garrick Scott
2,1995-96,LSU,SEC,11,0,78,4.6,7.7,0.6,4.6,7.7,0.6,0.0,0.0,,4.1,7.2,0.5710000000000001,11.8,0.5,3.1,2.6,4.1,9.2,13.3,Garrick Scott
3,Career,Overall,,66,31,906,3.2,8.0,0.401,3.2,8.0,0.401,0.0,0.0,,1.8,4.5,0.396,8.3,0.8,1.1,2.6,2.7,5.9,8.2,Garrick Scott
4,,Louisiana Tech,,28,17,461,3.6,9.5,0.373,3.6,9.5,0.373,0.0,0.0,,1.4,4.5,0.308,7.2,0.7,0.6,3.0,2.9,3.6,8.5,Garrick Scott
5,,LSU,,38,14,445,2.9,6.5,0.444,2.9,6.5,0.444,0.0,0.0,,2.2,4.4,0.49,9.5,0.9,1.7,2.2,2.6,8.4,7.9,Garrick Scott
0,1992-93,Southern Miss,Metro,2,0.0,7.0,17.1,22.9,0.75,11.4,11.4,1.0,5.7,11.4,0.5,0.0,0.0,,5.7,0.0,0.0,0.0,0.0,5.7,40.0,George Scott
1,1993-94,Southern Miss,Metro,20,0.0,93.0,3.0,7.3,0.41200000000000003,3.0,6.5,0.467,0.0,0.9,0.0,0.9,3.9,0.222,6.9,1.3,0.4,0.9,2.6,6.5,6.9,George Scott
2,1994-95,Southern Miss,Metro,26,,,,,0.452,,,0.561,,,0.294,,,0.738,,,,,,,,George Scott
3,1995-96,Southern Miss,CUSA,27,,594.0,4.0,11.5,0.35100000000000003,2.6,6.5,0.402,1.4,5.0,0.284,1.5,2.5,0.622,5.9,2.1,1.7,0.7,,,11.0,George Scott
4,1996-97,Southern Miss,CUSA,27,5.0,577.0,5.0,9.9,0.503,3.7,7.2,0.519,1.2,2.7,0.462,3.5,5.1,0.6759999999999999,5.1,2.3,2.2,0.8,2.7,3.2,14.7,George Scott
5,Career,Southern Miss,,102,5.0,1271.0,6.8,15.8,0.433,4.9,9.9,0.49700000000000005,1.9,5.8,0.324,3.3,5.1,0.654,8.2,3.2,3.0,1.1,,,18.9,George Scott
0,1999-00,Texas State,Southland,26,26,,,,0.364,,,0.364,,,,,,0.35700000000000004,,,,,,,,Gerald Scott
1,2000-01,Texas State,Southland,28,1,,,,0.426,,,0.426,,,,,,0.5479999999999999,,,,,,,,Gerald Scott
2,2001-02,Texas State,Southland,26,3,391.0,4.9,10.0,0.49,4.9,10.0,0.49,0.0,0.0,,2.4,4.5,0.523,4.1,1.0,0.6,0.7,3.4,6.6,12.2,Gerald Scott
3,Career,Texas State,,80,30,391.0,10.1,22.6,0.44799999999999995,10.1,22.6,0.44799999999999995,0.0,0.0,,5.2,10.2,0.51,11.5,1.9,1.4,1.3,6.0,13.5,25.5,Gerald Scott
0,1998-99,Idaho,Big West,27,,,,,0.39299999999999996,,,0.48,,,0.34,,,0.693,,,,,,,,Gordon Scott
1,1999-00,Idaho,Big West,28,28.0,,,,0.41100000000000003,,,0.444,,,0.389,,,0.69,,,,,,,,Gordon Scott
2,Career,Idaho,,55,28.0,,,,0.40299999999999997,,,0.46,,,0.366,,,0.691,,,,,,,,Gordon Scott
0,1994-95,McNeese State,Southland,22,3,162,7.2,14.8,0.483,6.9,13.8,0.5,0.2,1.0,0.25,3.7,6.2,0.6,5.7,2.0,0.7,0.0,3.5,6.9,18.3,Herman Scott
1,Career,McNeese State,,22,3,162,7.2,14.8,0.483,6.9,13.8,0.5,0.2,1.0,0.25,3.7,6.2,0.6,5.7,2.0,0.7,0.0,3.5,6.9,18.3,Herman Scott
0,1994-95,Clemson,ACC,11,0,43,1.9,6.5,0.28600000000000003,1.9,6.5,0.28600000000000003,0.0,0.0,,1.9,2.8,0.667,11.2,0.0,0.0,0.9,3.7,9.3,5.6,Ihsan Scott
1,Career,Clemson,,11,0,43,1.9,6.5,0.28600000000000003,1.9,6.5,0.28600000000000003,0.0,0.0,,1.9,2.8,0.667,11.2,0.0,0.0,0.9,3.7,9.3,5.6,Ihsan Scott
0,2018-19,Alcorn State,SWAC,29,11,722,3.0,6.4,0.478,2.9,5.8,0.5,0.2,0.6,0.273,0.9,1.8,0.5,5.6,3.2,1.7,0.4,2.8,3.3,7.1,Jael Scott
1,Career,Alcorn State,,29,11,722,3.0,6.4,0.478,2.9,5.8,0.5,0.2,0.6,0.273,0.9,1.8,0.5,5.6,3.2,1.7,0.4,2.8,3.3,7.1,Jael Scott
0,2000-01,Cal Poly,Big West,28,28,,,,0.42200000000000004,,,0.48,,,0.32799999999999996,,,0.6579999999999999,,,,,,,,Jamaal Scott
1,2002-03,Richmond,A-10,29,21,631.0,6.3,14.8,0.429,5.3,11.9,0.449,1.0,2.9,0.348,4.6,6.8,0.667,6.4,2.2,1.1,0.6,3.7,4.7,18.3,Jamaal Scott
2,2003-04,Richmond,A-10,33,19,560.0,4.3,10.0,0.429,4.0,8.5,0.47100000000000003,0.3,1.5,0.19,1.9,3.1,0.591,6.7,1.9,0.9,0.8,3.4,5.6,10.7,Jamaal Scott
3,2004-05,Richmond,A-10,29,24,760.0,5.7,10.7,0.532,5.5,10.1,0.55,0.2,0.6,0.25,3.7,5.4,0.6859999999999999,7.3,3.1,1.7,0.7,3.4,5.3,15.2,Jamaal Scott
4,Career,Overall,,119,92,1951.0,8.6,19.1,0.449,7.2,14.7,0.489,1.4,4.4,0.315,5.0,7.6,0.66,10.2,3.8,1.9,1.3,5.0,7.2,23.6,Jamaal Scott
5,,Cal Poly,,28,28,,,,0.42200000000000004,,,0.48,,,0.32799999999999996,,,0.6579999999999999,,,,,,,,Jamaal Scott
6,,Richmond,,91,64,1951.0,5.5,11.8,0.465,5.0,10.2,0.493,0.5,1.6,0.29100000000000004,3.4,5.2,0.6609999999999999,6.8,2.4,1.3,0.7,3.5,5.2,14.9,Jamaal Scott
0,1993-94,St. John's (NY),Big East,28,26,737,6.3,16.6,0.38,5.5,12.7,0.436,0.8,3.9,0.19699999999999998,3.7,5.0,0.731,5.6,3.0,2.8,0.2,3.4,3.8,17.0,James Scott
1,1994-95,St. John's (NY),Big East,27,13,752,7.7,15.8,0.485,6.4,11.8,0.5429999999999999,1.3,4.0,0.316,3.5,4.7,0.75,6.2,2.3,1.9,0.2,2.9,3.0,20.1,James Scott
2,Career,St. John's (NY),,55,39,1489,7.0,16.2,0.43200000000000005,6.0,12.2,0.488,1.0,3.9,0.259,3.6,4.9,0.74,5.9,2.6,2.3,0.2,3.1,3.4,18.6,James Scott
0,2013-14,Winthrop,Big South,30,1,281,3.8,8.3,0.466,3.4,6.1,0.5579999999999999,0.4,2.1,0.2,2.1,4.6,0.469,9.5,0.9,0.4,1.1,2.1,5.6,10.2,Jarad Scott
1,2014-15,Winthrop,Big South,27,8,353,4.8,9.5,0.5,2.8,5.0,0.568,1.9,4.5,0.425,1.7,2.0,0.833,8.6,1.1,1.2,0.9,2.4,6.5,13.1,Jarad Scott
2,2015-16,Winthrop,Big South,19,0,128,4.7,10.3,0.455,1.9,2.8,0.667,2.8,7.5,0.375,1.3,1.9,0.667,8.8,1.6,0.3,0.0,3.1,7.8,13.4,Jarad Scott
3,Career,Winthrop,,76,9,762,4.4,9.2,0.48,2.9,5.0,0.573,1.5,4.1,0.36700000000000005,1.8,2.9,0.607,9.0,1.1,0.8,0.8,2.4,6.4,12.1,Jarad Scott
0,2019-20,Prairie View,SWAC,2,0,7,5.7,5.7,1.0,5.7,5.7,1.0,0.0,0.0,,5.7,11.4,0.5,11.4,0.0,0.0,0.0,0.0,0.0,17.1,Jared Scott
1,Career,Prairie View,,2,0,7,5.7,5.7,1.0,5.7,5.7,1.0,0.0,0.0,,5.7,11.4,0.5,11.4,0.0,0.0,0.0,0.0,0.0,17.1,Jared Scott
0,2003-04,Ole Miss,SEC,11,0,23,1.7,15.7,0.111,1.7,15.7,0.111,0.0,0.0,,5.2,10.4,0.5,8.7,0.0,1.7,3.5,7.0,13.9,8.7,Jarvelle Scott
1,Career,Ole Miss,,11,0,23,1.7,15.7,0.111,1.7,15.7,0.111,0.0,0.0,,5.2,10.4,0.5,8.7,0.0,1.7,3.5,7.0,13.9,8.7,Jarvelle Scott
0,2002-03,Maryland-Eastern Shore,MEAC,4,0,7,0.0,5.7,0.0,0.0,5.7,0.0,0.0,0.0,,0.0,0.0,,22.9,0.0,0.0,0.0,11.4,5.7,0.0,Jason Scott
1,Career,Maryland-Eastern Shore,,4,0,7,0.0,5.7,0.0,0.0,5.7,0.0,0.0,0.0,,0.0,0.0,,22.9,0.0,0.0,0.0,11.4,5.7,0.0,Jason Scott
0,1993-94,College of Charleston,TAAC,7,0,29,13.8,27.6,0.5,13.8,27.6,0.5,0.0,0.0,,6.9,11.0,0.625,6.9,0.0,0.0,1.4,2.8,2.8,34.5,Jason Scott
1,Career,College of Charleston,,7,0,29,13.8,27.6,0.5,13.8,27.6,0.5,0.0,0.0,,6.9,11.0,0.625,6.9,0.0,0.0,1.4,2.8,2.8,34.5,Jason Scott
0,2008-09,Stephen F. Austin,Southland,17,0,123,7.8,17.2,0.45299999999999996,7.8,17.2,0.45299999999999996,0.0,0.0,,3.9,7.8,0.5,13.3,1.0,1.0,1.6,4.2,6.8,19.5,Jereal Scott
1,2009-10,Stephen F. Austin,Southland,32,32,768,8.0,15.2,0.526,8.0,15.2,0.526,0.0,0.0,,5.4,7.4,0.727,9.1,0.9,0.7,1.1,2.8,4.8,21.4,Jereal Scott
2,2010-11,Stephen F. Austin,Southland,28,23,694,8.3,13.8,0.6,8.3,13.8,0.6,0.0,0.0,,4.8,7.0,0.6890000000000001,9.3,1.3,0.8,0.3,3.1,4.2,21.4,Jereal Scott
3,2011-12,Stephen F. Austin,Southland,31,31,743,7.6,15.8,0.48,7.6,15.8,0.48,0.0,0.0,,5.5,8.0,0.691,9.0,1.3,0.9,1.3,3.4,4.0,20.7,Jereal Scott
4,Career,Stephen F. Austin,,108,86,2328,7.9,15.1,0.526,7.9,15.1,0.526,0.0,0.0,,5.2,7.5,0.6920000000000001,9.4,1.1,0.8,1.0,3.2,4.5,21.1,Jereal Scott
0,1999-00,UIC,MW Coll,31,31,,,,0.49200000000000005,,,0.49200000000000005,,,,,,0.597,,,,,,,,Joe Scott
1,2000-01,UIC,MW Coll,27,27,,,,0.47100000000000003,,,0.47100000000000003,,,,,,0.55,,,,,,,,Joe Scott
2,2001-02,UIC,Horizon,1,1,2.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Scott
3,2002-03,UIC,Horizon,30,22,454.0,4.9,9.7,0.509,4.9,9.7,0.509,0.0,0.0,,2.7,5.7,0.47700000000000004,8.0,0.4,1.1,2.9,2.7,8.5,12.6,Joe Scott
4,2003-04,UIC,Horizon,32,31,671.0,5.2,9.4,0.551,5.2,9.4,0.551,0.0,0.0,,1.8,4.5,0.413,8.5,0.4,0.9,1.7,1.5,6.6,12.2,Joe Scott
5,Career,UIC,,121,112,1127.0,12.0,23.9,0.501,12.0,23.9,0.501,0.0,0.0,,7.8,14.8,0.529,17.6,1.0,1.8,4.7,3.7,10.5,31.8,Joe Scott
0,2006-07,Iona,MAAC,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,John Scott
1,2008-09,LIU,NEC,8,0,22,3.6,16.4,0.222,1.8,7.3,0.25,1.8,9.1,0.2,3.6,7.3,0.5,10.9,1.8,0.0,0.0,3.6,0.0,12.7,John Scott
2,Career,Overall,,9,0,24,3.3,15.0,0.222,1.7,6.7,0.25,1.7,8.3,0.2,3.3,6.7,0.5,10.0,1.7,0.0,0.0,3.3,1.7,11.7,John Scott
3,,Iona,,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,John Scott
4,,LIU,,8,0,22,3.6,16.4,0.222,1.8,7.3,0.25,1.8,9.1,0.2,3.6,7.3,0.5,10.9,1.8,0.0,0.0,3.6,0.0,12.7,John Scott
0,1992-93,Western Carolina,Southern,22,0.0,191,4.8,9.6,0.5,4.8,9.6,0.5,0.0,0.0,,3.6,5.9,0.607,9.8,0.6,2.5,2.3,4.6,7.3,13.2,Johnny Scott
1,1993-94,Western Carolina,Southern,27,2.0,273,4.7,8.8,0.5329999999999999,4.7,8.8,0.5329999999999999,0.0,0.0,,3.4,4.5,0.742,8.8,0.6,1.5,3.7,4.2,6.4,12.7,Johnny Scott
2,1994-95,Western Carolina,Southern,24,15.0,356,5.3,10.7,0.495,5.3,10.7,0.495,0.0,0.0,,1.8,2.6,0.696,9.1,0.2,0.9,3.1,2.7,7.1,12.4,Johnny Scott
3,1996-97,Western Carolina,Southern,23,,175,4.3,11.7,0.373,4.3,11.7,0.373,0.0,0.0,,4.6,7.8,0.588,9.4,0.2,0.9,3.7,,,13.3,Johnny Scott
4,Career,Western Carolina,,96,17.0,995,4.9,10.1,0.48,4.9,10.1,0.48,0.0,0.0,,3.1,4.7,0.655,9.2,0.4,1.4,3.2,,,12.8,Johnny Scott
0,2018-19,Chattanooga,Southern,32,32,893,2.9,6.5,0.444,1.5,3.0,0.5,1.4,3.5,0.397,1.6,2.5,0.625,5.0,1.7,0.9,0.2,1.6,3.6,8.7,Jonathan Scott
1,2019-20,Chattanooga,Southern,33,0,484,3.1,7.1,0.442,0.8,2.1,0.385,2.3,5.0,0.467,1.9,2.7,0.6970000000000001,4.7,2.2,0.2,0.0,2.4,4.0,10.5,Jonathan Scott
2,Career,Chattanooga,,65,32,1377,3.0,6.7,0.44299999999999995,1.2,2.7,0.467,1.7,4.0,0.428,1.7,2.6,0.652,4.9,1.9,0.7,0.1,1.9,3.7,9.3,Jonathan Scott
0,2014-15,Idaho,Big Sky,21,0,203,3.5,5.9,0.6,3.5,5.9,0.6,0.0,0.0,,2.2,3.3,0.647,6.3,1.0,0.6,0.4,2.0,4.9,9.3,Jordan Scott
1,2015-16,Idaho,Big Sky,34,9,545,3.1,8.1,0.37799999999999995,2.7,6.5,0.42,0.4,1.7,0.217,1.0,2.3,0.43799999999999994,8.0,2.2,0.4,0.8,2.1,4.5,7.6,Jordan Scott
2,2016-17,Idaho,Big Sky,33,31,773,2.9,6.2,0.475,2.5,4.9,0.521,0.4,1.3,0.308,2.1,3.2,0.645,7.2,2.2,0.7,0.6,1.8,4.6,8.4,Jordan Scott
3,2017-18,Idaho,Big Sky,31,31,925,2.5,5.3,0.475,1.6,3.2,0.48,1.0,2.0,0.46799999999999997,1.4,1.9,0.733,6.9,2.2,0.4,0.8,1.7,3.4,7.4,Jordan Scott
4,Career,Idaho,,119,71,2446,2.9,6.3,0.457,2.3,4.7,0.488,0.6,1.6,0.365,1.6,2.6,0.628,7.2,2.1,0.5,0.7,1.9,4.1,7.9,Jordan Scott
0,2010-11,College of Charleston,Southern,25,0,102,5.9,14.5,0.405,3.9,6.7,0.588,2.0,7.8,0.25,0.4,0.4,1.0,2.4,2.7,2.0,0.8,2.7,2.7,14.1,Jordan Scott
1,2011-12,College of Charleston,Southern,29,14,429,3.4,9.3,0.37,1.2,2.8,0.433,2.2,6.5,0.34299999999999997,1.2,1.5,0.813,2.9,1.6,1.9,0.7,2.6,3.4,10.3,Jordan Scott
2,Career,College of Charleston,,54,14,531,3.9,10.3,0.38,1.7,3.5,0.489,2.2,6.8,0.322,1.1,1.3,0.8240000000000001,2.8,1.8,1.9,0.7,2.6,3.3,11.1,Jordan Scott
0,2007-08,UC-Riverside,Big West,6,0,45,3.6,6.2,0.5710000000000001,3.6,6.2,0.5710000000000001,0.0,0.0,,0.0,0.9,0.0,7.1,0.0,0.9,0.9,2.7,5.3,7.1,Josh Scott
1,Career,UC-Riverside,,6,0,45,3.6,6.2,0.5710000000000001,3.6,6.2,0.5710000000000001,0.0,0.0,,0.0,0.9,0.0,7.1,0.0,0.9,0.9,2.7,5.3,7.1,Josh Scott
0,2012-13,Colorado,Pac-12,31,30,873,5.7,11.7,0.486,5.6,11.6,0.484,0.0,0.0,1.0,3.2,4.3,0.753,8.2,0.9,0.6,1.1,1.6,3.1,14.6,Josh Scott
1,2013-14,Colorado,Pac-12,35,34,1107,5.7,11.2,0.511,5.7,11.2,0.515,0.0,0.1,0.0,6.3,7.8,0.81,10.7,0.8,1.0,1.4,1.8,2.3,17.8,Josh Scott
2,2014-15,Colorado,Pac-12,26,25,802,6.5,11.9,0.544,6.4,11.7,0.5489999999999999,0.0,0.2,0.25,5.7,7.6,0.752,10.9,1.4,0.9,2.3,1.2,2.2,18.8,Josh Scott
3,2015-16,Colorado,Pac-12,32,31,979,7.6,14.4,0.531,7.5,14.0,0.536,0.1,0.4,0.33299999999999996,6.0,8.0,0.7490000000000001,11.5,2.4,0.8,2.1,1.6,2.3,21.4,Josh Scott
4,Career,Colorado,,124,120,3761,6.4,12.3,0.519,6.3,12.1,0.521,0.1,0.2,0.313,5.4,7.0,0.77,10.4,1.4,0.9,1.7,1.6,2.5,18.2,Josh Scott
0,2011-12,Southern Utah,Summit,15,0,118,5.1,11.5,0.441,5.1,11.5,0.441,0.0,0.0,,2.4,5.1,0.467,6.4,1.4,1.0,1.0,5.8,4.4,12.5,Julian Scott
1,2012-13,Southern Utah,Big Sky,10,0,169,6.4,13.0,0.491,6.4,13.0,0.491,0.0,0.0,,3.6,5.2,0.682,6.2,1.4,0.9,0.9,4.3,5.2,16.3,Julian Scott
2,Career,Southern Utah,,25,0,287,5.9,12.4,0.47200000000000003,5.9,12.4,0.47200000000000003,0.0,0.0,,3.1,5.2,0.595,6.3,1.4,1.0,1.0,4.9,4.9,14.8,Julian Scott
0,1994-95,Chattanooga,Southern,30,10,453,5.6,9.5,0.583,5.6,9.5,0.583,0.0,0.0,,1.9,3.5,0.525,8.8,0.5,0.7,0.6,2.5,4.9,13.0,Julian Scott
1,1995-96,Chattanooga,Southern,26,8,422,4.3,7.9,0.542,4.3,7.9,0.542,0.0,0.0,,1.9,3.3,0.5710000000000001,10.0,1.4,1.5,0.4,2.1,5.8,10.4,Julian Scott
2,Career,Chattanooga,,56,18,875,4.9,8.7,0.565,4.9,8.7,0.565,0.0,0.0,,1.9,3.4,0.547,9.4,1.0,1.1,0.5,2.3,5.3,11.7,Julian Scott
0,2018-19,Mount St. Mary's,NEC,7,2,146,4.1,12.3,0.33299999999999996,2.7,7.4,0.37,1.4,4.9,0.278,0.5,1.4,0.4,5.5,3.0,1.6,0.3,4.1,2.5,10.1,K.J. Scott
1,Career,Mount St. Mary's,,7,2,146,4.1,12.3,0.33299999999999996,2.7,7.4,0.37,1.4,4.9,0.278,0.5,1.4,0.4,5.5,3.0,1.6,0.3,4.1,2.5,10.1,K.J. Scott
0,2020-21,Georgia State,Sun Belt,14,0,102,5.5,7.5,0.737,5.5,7.1,0.778,0.0,0.4,0.0,2.0,5.5,0.35700000000000004,7.1,0.8,0.8,1.2,0.8,5.5,12.9,Kaleb Scott
1,Career,Georgia State,,14,0,102,5.5,7.5,0.737,5.5,7.1,0.778,0.0,0.4,0.0,2.0,5.5,0.35700000000000004,7.1,0.8,0.8,1.2,0.8,5.5,12.9,Kaleb Scott
0,1996-97,Eastern Washington,Big Sky,26,,780,6.2,11.5,0.5329999999999999,6.2,11.3,0.5429999999999999,0.0,0.2,0.0,3.1,5.3,0.5870000000000001,8.4,2.5,1.6,0.6,,,15.4,Karim Scott
1,1997-98,Eastern Washington,Big Sky,27,27.0,887,8.5,16.4,0.521,7.9,14.3,0.555,0.6,2.1,0.28300000000000003,3.5,5.4,0.65,8.6,1.5,2.4,0.8,2.1,3.1,21.1,Karim Scott
