2P,2P%,2PA,3P,3P%,3PA,AST,BLK,Conf,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,PF,PTS,STL,School,Season,TOV,TRB,player
6.2,0.667,9.2,9.2,0.75,12.3,3.1,0.0,MWC,15.4,0.7140000000000001,21.5,0.0,,0.0,10,0.0,13.0,0.0,40.0,0.0,Wyoming,2013-14,6.2,21.5,Aaron Tyser
4.4,0.667,6.7,6.7,0.75,8.9,2.2,0.0,,11.1,0.7140000000000001,15.6,0.0,,0.0,14,0.0,18.0,0.0,28.9,0.0,Wyoming,Career,4.4,20.0,Aaron Tyser
6.2,0.498,12.5,1.0,0.302,3.2,2.3,0.2,AAC,7.2,0.45799999999999996,15.6,5.4,0.72,7.5,33,0.0,798.0,2.8,20.7,1.3,East Carolina,2014-15,2.6,6.5,B.J. Tyson
4.8,0.49200000000000005,9.8,1.6,0.293,5.6,3.1,0.1,AAC,6.5,0.42,15.4,2.9,0.736,4.0,32,30.0,1071.0,2.1,17.5,1.2,East Carolina,2015-16,2.7,5.3,B.J. Tyson
4.8,0.42100000000000004,11.4,1.0,0.271,3.8,3.8,0.3,AAC,5.8,0.384,15.1,2.7,0.6829999999999999,4.0,25,18.0,627.0,1.9,15.4,1.7,East Carolina,2016-17,3.1,4.6,B.J. Tyson
4.4,0.48,9.1,1.5,0.292,5.3,3.0,0.3,AAC,5.9,0.41100000000000003,14.4,3.0,0.828,3.6,30,30.0,1093.0,2.2,16.4,0.9,East Carolina,2017-18,2.1,4.8,B.J. Tyson
5.0,0.47700000000000004,10.5,1.3,0.29100000000000004,4.6,3.0,0.2,,6.3,0.42,15.1,3.5,0.7440000000000001,4.7,120,78.0,3589.0,2.2,17.5,1.2,East Carolina,Career,2.6,5.3,B.J. Tyson
1.8,0.391,4.5,5.2,0.429,12.2,1.2,0.1,Big Sky,7.0,0.419,16.7,2.1,0.875,2.4,32,31.0,813.0,2.8,21.3,0.7,Idaho,2018-19,2.3,3.1,Cameron Tyson
0.8,0.8,1.0,7.3,0.40700000000000003,18.0,1.7,0.0,AAC,8.2,0.429,19.1,0.8,1.0,0.8,18,1.0,191.0,3.8,24.5,0.6,Houston,2020-21,0.4,3.8,Cameron Tyson
1.6,0.41200000000000003,3.9,5.6,0.423,13.3,1.3,0.1,,7.2,0.42100000000000004,17.1,1.8,0.885,2.1,50,32.0,1004.0,2.9,21.9,0.7,Overall,Career,2.0,3.2,Cameron Tyson
1.8,0.391,4.5,5.2,0.429,12.2,1.2,0.1,,7.0,0.419,16.7,2.1,0.875,2.4,32,31.0,813.0,2.8,21.3,0.7,Idaho,,2.3,3.1,Cameron Tyson
0.8,0.8,1.0,7.3,0.40700000000000003,18.0,1.7,0.0,,8.2,0.429,19.1,0.8,1.0,0.8,18,1.0,191.0,3.8,24.5,0.6,Houston,,0.4,3.8,Cameron Tyson
2.1,0.542,3.9,5.6,0.39299999999999996,14.4,1.1,0.2,WCC,7.7,0.425,18.2,2.3,0.8240000000000001,2.7,25,0.0,248.0,2.9,23.4,0.8,Portland,2014-15,2.3,3.4,D'Marques Tyson
1.4,0.46,3.1,5.4,0.41100000000000003,13.1,1.5,0.4,WCC,6.8,0.42100000000000004,16.2,1.8,0.763,2.4,32,9.0,640.0,3.6,20.8,0.9,Portland,2015-16,1.9,5.1,D'Marques Tyson
1.1,0.369,3.0,3.2,0.41,7.9,1.1,0.1,WCC,4.3,0.39899999999999997,10.9,0.9,0.87,1.1,33,13.0,874.0,3.7,12.9,0.6,Portland,2016-17,1.3,4.6,D'Marques Tyson
1.6,0.44,3.5,4.5,0.47,9.5,1.1,0.1,WCC,6.0,0.462,13.0,1.7,0.857,2.0,30,2.0,565.0,2.8,18.2,0.7,Portland,2017-18,1.7,4.5,D'Marques Tyson
1.4,0.434,3.2,4.4,0.42100000000000004,10.4,1.2,0.2,,5.8,0.424,13.6,1.5,0.821,1.8,120,24.0,2327.0,3.3,17.5,0.8,Portland,Career,1.7,4.6,D'Marques Tyson
3.2,0.42200000000000004,7.5,1.4,0.293,4.8,2.5,0.0,MEAC,4.6,0.37200000000000005,12.3,2.1,0.632,3.3,27,22.0,821.0,3.9,12.7,1.1,Maryland-Eastern Shore,2005-06,3.3,3.9,Ed Tyson
4.1,0.41100000000000003,10.0,2.0,0.317,6.4,1.9,0.0,MEAC,6.1,0.374,16.4,3.9,0.701,5.5,31,31.0,1119.0,2.7,18.2,1.1,Maryland-Eastern Shore,2006-07,3.1,4.7,Ed Tyson
5.0,0.40700000000000003,12.2,2.5,0.32299999999999995,7.7,1.6,0.0,MEAC,7.4,0.374,19.9,4.6,0.763,6.0,32,32.0,1176.0,3.1,22.0,1.8,Maryland-Eastern Shore,2007-08,3.5,3.6,Ed Tyson
4.2,0.41100000000000003,10.2,2.0,0.315,6.5,1.9,0.0,,6.2,0.374,16.7,3.7,0.7170000000000001,5.1,90,85.0,3116.0,3.2,18.2,1.4,Maryland-Eastern Shore,Career,3.3,4.1,Ed Tyson
0.8,0.313,2.5,1.7,0.23399999999999999,7.3,1.9,1.2,ACC,2.5,0.254,9.8,0.9,0.667,1.4,31,0.0,257.0,2.8,7.6,0.3,Clemson,2018-19,0.9,5.0,Hunter Tyson
2.9,0.682,4.2,2.6,0.321,8.0,1.0,0.3,ACC,5.4,0.445,12.2,2.8,0.7070000000000001,3.9,31,3.0,421.0,2.9,16.2,1.6,Clemson,2019-20,1.4,8.7,Hunter Tyson
3.1,0.5,6.3,2.8,0.431,6.4,0.8,0.8,ACC,5.9,0.465,12.7,3.4,0.7709999999999999,4.4,19,12.0,318.0,3.5,18.0,1.1,Clemson,2020-21,2.1,9.9,Hunter Tyson
2.4,0.545,4.4,2.4,0.33,7.3,1.2,0.7,,4.8,0.41100000000000003,11.7,2.5,0.7290000000000001,3.4,81,15.0,996.0,3.1,14.5,1.1,Clemson,Career,1.5,8.2,Hunter Tyson
0.0,,0.0,0.0,,0.0,0.0,0.0,A-10,0.0,,0.0,0.0,,0.0,1,0.0,1.0,0.0,0.0,0.0,St. Bonaventure,2014-15,0.0,0.0,Jordan Tyson
2.2,0.426,5.2,0.0,,0.0,0.0,2.7,A-10,2.2,0.426,5.2,1.4,0.48100000000000004,3.0,23,9.0,364.0,6.9,5.8,0.3,St. Bonaventure,2015-16,2.4,8.1,Jordan Tyson
3.4,0.536,6.4,0.0,,0.0,0.5,2.5,Sun Belt,3.4,0.536,6.4,1.0,0.429,2.4,35,0.0,352.0,7.7,7.8,0.5,Georgia State,2017-18,2.6,7.7,Jordan Tyson
2.9,0.508,5.7,0.0,,0.0,0.4,2.6,Sun Belt,2.9,0.508,5.7,2.5,0.65,3.8,34,8.0,416.0,8.1,8.3,1.1,Georgia State,2018-19,1.7,8.3,Jordan Tyson
2.8,0.494,5.7,0.0,,0.0,0.3,2.6,,2.8,0.494,5.7,1.7,0.545,3.1,93,17.0,1133.0,7.6,7.3,0.6,Overall,Career,2.2,8.0,Jordan Tyson
2.2,0.426,5.2,0.0,,0.0,0.0,2.7,,2.2,0.426,5.2,1.4,0.48100000000000004,3.0,24,9.0,365.0,6.9,5.8,0.3,St. Bonaventure,,2.4,8.1,Jordan Tyson
3.1,0.522,6.0,0.0,,0.0,0.4,2.6,,3.1,0.522,6.0,1.8,0.574,3.2,69,8.0,768.0,7.9,8.1,0.8,Georgia State,,2.1,8.0,Jordan Tyson
2.3,0.308,7.3,3.9,0.41200000000000003,9.6,2.3,0.0,Big West,6.2,0.36700000000000005,16.9,2.3,0.667,3.4,16,0.0,71.0,5.6,18.6,2.8,Cal State Northridge,2006-07,1.7,5.1,Lawrence Tyson
2.3,0.308,7.3,3.9,0.41200000000000003,9.6,2.3,0.0,,6.2,0.36700000000000005,16.9,2.3,0.667,3.4,16,0.0,71.0,5.6,18.6,2.8,Cal State Northridge,Career,1.7,5.1,Lawrence Tyson
5.3,0.63,8.4,0.0,,0.0,0.6,1.7,SWAC,5.3,0.63,8.4,2.9,0.594,5.0,25,0.0,258.0,7.6,13.5,0.6,Alabama State,2015-16,2.8,11.5,Mikel Tyson
5.2,0.574,9.0,0.0,0.0,0.2,1.0,1.6,SWAC,5.2,0.563,9.2,2.3,0.48,4.8,30,10.0,419.0,5.6,12.6,0.7,Alabama State,2016-17,2.6,9.5,Mikel Tyson
5.2,0.595,8.7,0.0,0.0,0.1,0.8,1.7,,5.2,0.5870000000000001,8.9,2.5,0.524,4.8,55,10.0,677.0,6.4,12.9,0.6,Alabama State,Career,2.7,10.2,Mikel Tyson
4.3,0.5379999999999999,8.0,0.0,,0.0,0.2,1.0,OVC,4.3,0.5379999999999999,8.0,1.0,0.41700000000000004,2.4,24,0.0,196.0,4.5,9.6,1.6,Eastern Kentucky,1993-94,2.0,9.2,Wyki Tyson
2.7,0.381,7.2,0.0,,0.0,0.7,0.3,OVC,2.7,0.381,7.2,0.0,0.0,2.1,22,0.0,117.0,7.9,5.5,0.7,Eastern Kentucky,1994-95,2.1,7.5,Wyki Tyson
3.7,0.45799999999999996,8.1,0.0,,0.0,2.7,0.0,Big West,3.7,0.45799999999999996,8.1,2.0,0.375,5.4,20,0.0,118.0,3.1,9.5,1.0,Cal State Fullerton,1996-97,3.7,7.8,Wyki Tyson
3.6,0.467,7.8,0.0,,0.0,0.3,0.3,Big West,3.6,0.467,7.8,0.5,0.095,5.5,20,4.0,154.0,6.8,7.8,0.5,Cal State Fullerton,1997-98,1.8,7.0,Wyki Tyson
3.7,0.474,7.8,0.0,,0.0,0.8,0.5,,3.7,0.474,7.8,0.9,0.23600000000000002,3.8,86,4.0,585.0,5.5,8.3,1.0,Overall,Career,2.3,8.0,Wyki Tyson
3.7,0.483,7.7,0.0,,0.0,0.4,0.8,,3.7,0.483,7.7,0.6,0.278,2.3,46,0.0,313.0,5.8,8.1,1.3,Eastern Kentucky,,2.0,8.6,Wyki Tyson
3.7,0.46299999999999997,7.9,0.0,,0.0,1.3,0.1,,3.7,0.46299999999999997,7.9,1.2,0.21600000000000003,5.4,40,4.0,272.0,5.1,8.5,0.7,Cal State Fullerton,,2.6,7.4,Wyki Tyson
2.0,0.5,4.0,0.0,,0.0,4.0,3.3,MWC,2.0,0.5,4.0,3.3,0.556,6.0,13,0.0,60.0,6.0,7.3,0.7,Colorado State,2018-19,3.3,9.3,Zo Tyson
4.1,0.5479999999999999,7.5,0.0,0.0,0.1,0.8,1.5,Horizon,4.1,0.541,7.6,1.0,0.667,1.5,25,13.0,388.0,5.7,9.3,0.7,IUPUI,2019-20,2.0,8.2,Zo Tyson
3.8,0.544,7.1,0.0,0.0,0.1,1.3,1.8,,3.8,0.5379999999999999,7.1,1.3,0.625,2.1,38,13.0,448.0,5.7,9.0,0.7,Overall,Career,2.1,8.4,Zo Tyson
2.0,0.5,4.0,0.0,,0.0,4.0,3.3,,2.0,0.5,4.0,3.3,0.556,6.0,13,0.0,60.0,6.0,7.3,0.7,Colorado State,,3.3,9.3,Zo Tyson
4.1,0.5479999999999999,7.5,0.0,0.0,0.1,0.8,1.5,,4.1,0.541,7.6,1.0,0.667,1.5,25,13.0,388.0,5.7,9.3,0.7,IUPUI,,2.0,8.2,Zo Tyson
5.9,0.54,11.0,0.0,,0.0,1.0,2.0,SEC,5.9,0.54,11.0,1.7,0.5429999999999999,3.1,36,0.0,458.0,3.3,13.5,0.3,Florida,2007-08,1.7,8.1,Alex Tyus
8.3,0.591,14.0,0.0,,0.0,1.0,1.2,SEC,8.3,0.591,14.0,2.6,0.685,3.8,36,36.0,944.0,2.8,19.1,0.7,Florida,2008-09,1.8,9.4,Alex Tyus
6.6,0.506,13.1,0.2,0.4,0.4,0.6,1.4,SEC,6.8,0.503,13.5,2.9,0.6829999999999999,4.2,34,34.0,966.0,2.2,16.6,0.7,Florida,2009-10,2.2,9.7,Alex Tyus
5.8,0.504,11.5,0.1,0.33299999999999996,0.3,1.3,1.3,SEC,5.9,0.5,11.8,2.6,0.63,4.1,36,36.0,903.0,2.8,14.4,0.7,Florida,2010-11,2.2,9.8,Alex Tyus
6.8,0.537,12.6,0.1,0.375,0.2,1.0,1.4,,6.8,0.534,12.8,2.5,0.653,3.9,142,106.0,3271.0,2.7,16.3,0.7,Florida,Career,2.0,9.4,Alex Tyus
3.3,0.45799999999999996,7.3,1.8,0.364,5.0,2.3,0.2,Summit,5.1,0.42,12.2,1.9,0.5429999999999999,3.5,31,0.0,529.0,3.6,14.0,1.5,Omaha,2012-13,2.9,5.7,Marcus Tyus
4.9,0.518,9.5,2.4,0.365,6.5,2.4,0.3,Summit,7.3,0.456,16.0,3.4,0.797,4.3,32,16.0,593.0,4.3,20.4,2.1,Omaha,2013-14,3.0,4.5,Marcus Tyus
4.4,0.514,8.6,2.1,0.44,4.7,2.9,0.1,Summit,6.5,0.488,13.3,3.7,0.7020000000000001,5.2,23,23.0,641.0,4.2,18.7,1.4,Omaha,2014-15,2.7,5.4,Marcus Tyus
4.5,0.51,8.8,3.3,0.447,7.3,2.5,0.1,Summit,7.7,0.48200000000000004,16.0,6.0,0.816,7.4,32,30.0,885.0,4.1,24.7,2.3,Omaha,2016-17,3.4,4.3,Marcus Tyus
4.3,0.504,8.6,2.5,0.41200000000000003,6.0,2.5,0.2,,6.8,0.466,14.6,4.0,0.7509999999999999,5.4,118,69.0,2648.0,4.1,20.2,1.9,Omaha,Career,3.1,4.9,Marcus Tyus
0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,NEC,0.0,0.0,24.0,0.0,,0.0,4,0.0,5.0,0.0,0.0,0.0,Fairleigh Dickinson,2001-02,8.0,8.0,Ricky Tyus
0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,24.0,0.0,,0.0,4,0.0,5.0,0.0,0.0,0.0,Fairleigh Dickinson,Career,8.0,8.0,Ricky Tyus
2.8,0.5379999999999999,5.2,1.2,0.14,8.6,1.0,0.2,AEC,4.0,0.29,13.9,1.2,0.5,2.4,18,5.0,199.0,4.6,10.5,1.4,Hartford,2008-09,3.8,6.2,Drake U'u
2.1,0.44799999999999995,4.6,0.6,0.133,4.8,2.2,0.3,Big West,2.7,0.28800000000000003,9.4,1.6,0.526,3.0,18,1.0,252.0,4.9,7.6,1.3,Cal Poly,2010-11,2.7,6.0,Drake U'u
3.0,0.525,5.8,1.0,0.292,3.5,2.5,0.7,Big West,4.1,0.43799999999999994,9.3,2.3,0.6809999999999999,3.4,26,18.0,552.0,3.8,11.4,1.9,Cal Poly,2011-12,2.2,7.0,Drake U'u
2.3,0.36,6.5,0.5,0.3,1.7,4.5,0.0,Big West,2.9,0.34700000000000003,8.3,3.5,0.5920000000000001,5.9,32,20.0,698.0,3.4,9.7,1.1,Cal Poly,2012-13,2.2,5.9,Drake U'u
2.6,0.442,5.9,0.8,0.21899999999999997,3.6,3.1,0.3,,3.4,0.358,9.4,2.6,0.602,4.3,94,44.0,1701.0,3.9,10.1,1.4,Overall,Career,2.5,6.3,Drake U'u
2.8,0.5379999999999999,5.2,1.2,0.14,8.6,1.0,0.2,,4.0,0.29,13.9,1.2,0.5,2.4,18,5.0,199.0,4.6,10.5,1.4,Hartford,,3.8,6.2,Drake U'u
2.6,0.43,5.9,0.7,0.25,2.9,3.4,0.3,,3.3,0.37200000000000005,8.8,2.7,0.609,4.5,76,39.0,1502.0,3.8,10.0,1.4,Cal Poly,,2.3,6.3,Drake U'u
0.6,0.3,1.8,1.8,0.28600000000000003,6.4,1.1,0.0,AEC,2.4,0.289,8.3,0.9,0.833,1.1,29,1.0,218.0,3.9,7.5,1.8,Hartford,2012-13,4.0,5.7,Parker U'u
5.0,0.33299999999999996,15.0,0.0,0.0,20.0,0.0,0.0,MWC,5.0,0.14300000000000002,35.0,0.0,0.0,5.0,2,0.0,8.0,5.0,10.0,0.0,San Diego State,2014-15,5.0,30.0,Parker U'u
2.7,0.5,5.3,0.0,0.0,8.0,13.3,0.0,MWC,2.7,0.2,13.3,5.3,1.0,5.3,9,0.0,15.0,8.0,10.7,0.0,San Diego State,2015-16,2.7,10.7,Parker U'u
0.8,0.33299999999999996,2.5,1.7,0.23800000000000002,7.0,1.8,0.0,,2.5,0.263,9.5,1.2,0.778,1.5,40,1.0,241.0,4.1,7.8,1.7,Overall,Career,4.0,6.8,Parker U'u
0.6,0.3,1.8,1.8,0.28600000000000003,6.4,1.1,0.0,,2.4,0.289,8.3,0.9,0.833,1.1,29,1.0,218.0,3.9,7.5,1.8,Hartford,,4.0,5.7,Parker U'u
3.5,0.4,8.7,0.0,0.0,12.2,8.7,0.0,,3.5,0.16699999999999998,20.9,3.5,0.667,5.2,11,0.0,23.0,7.0,10.4,0.0,San Diego State,,3.5,17.4,Parker U'u
0.0,0.0,13.3,0.0,,0.0,0.0,0.0,Big West,0.0,0.0,13.3,0.0,,0.0,3,0.0,3.0,0.0,0.0,0.0,UC-Irvine,2008-09,0.0,0.0,Rashaad Ubah
0.0,,0.0,0.0,,0.0,0.0,6.7,Big West,0.0,,0.0,0.0,,0.0,2,0.0,6.0,0.0,0.0,0.0,UC-Irvine,2009-10,0.0,6.7,Rashaad Ubah
0.0,0.0,4.4,0.0,,0.0,0.0,4.4,,0.0,0.0,4.4,0.0,,0.0,5,0.0,9.0,0.0,0.0,0.0,UC-Irvine,Career,0.0,4.4,Rashaad Ubah
2.0,0.408,4.8,1.0,0.259,4.0,5.3,0.0,Pac-10,3.0,0.341,8.8,1.8,0.698,2.6,28,26.0,818.0,1.9,8.8,1.0,California,2003-04,2.7,2.9,Ayinde Ubaka
1.7,0.4,4.3,1.6,0.297,5.5,4.1,0.0,Pac-10,3.3,0.342,9.8,1.1,0.65,1.7,18,11.0,466.0,1.5,9.4,0.9,California,2004-05,2.0,3.1,Ayinde Ubaka
2.7,0.451,6.1,2.1,0.37200000000000005,5.7,4.1,0.0,Pac-10,4.8,0.413,11.7,3.8,0.833,4.6,31,31.0,1156.0,1.9,15.6,0.8,California,2005-06,2.5,3.2,Ayinde Ubaka
3.2,0.474,6.8,2.0,0.358,5.7,4.9,0.0,Pac-10,5.3,0.42100000000000004,12.5,3.1,0.7759999999999999,4.0,33,32.0,1158.0,1.7,15.6,0.8,California,2006-07,2.3,3.4,Ayinde Ubaka
2.6,0.447,5.8,1.8,0.33799999999999997,5.3,4.6,0.0,,4.4,0.395,11.0,2.8,0.779,3.6,110,100.0,3598.0,1.8,13.3,0.8,California,Career,2.4,3.2,Ayinde Ubaka
5.5,0.429,12.7,0.7,0.5,1.3,1.3,0.0,Big South,6.1,0.435,14.0,4.8,0.659,7.3,13,7.0,242.0,5.0,17.7,1.7,UNC Asheville,2014-15,5.6,10.1,Kem Ubaru
5.5,0.429,12.7,0.7,0.5,1.3,1.3,0.0,,6.1,0.435,14.0,4.8,0.659,7.3,13,7.0,242.0,5.0,17.7,1.7,UNC Asheville,Career,5.6,10.1,Kem Ubaru
2.8,0.385,7.2,0.9,0.524,1.7,0.2,0.4,Big 12,3.6,0.41100000000000003,8.8,3.1,0.7959999999999999,3.9,32,16.0,507.0,4.0,11.2,0.6,Nebraska,2009-10,3.2,5.0,Brandon Ubel
3.5,0.596,5.8,0.4,0.25,1.7,1.2,0.6,Big 12,3.9,0.516,7.6,3.8,0.792,4.8,32,13.0,644.0,4.5,12.0,0.6,Nebraska,2010-11,2.0,7.3,Brandon Ubel
3.3,0.561,5.8,0.2,0.25,0.9,1.8,0.4,Big Ten,3.5,0.517,6.8,2.2,0.825,2.7,30,30.0,847.0,3.5,9.4,0.6,Nebraska,2011-12,1.3,7.5,Brandon Ubel
4.8,0.513,9.4,0.2,0.207,1.1,1.9,0.9,Big Ten,5.0,0.48,10.5,3.6,0.802,4.5,31,30.0,1022.0,3.9,14.0,0.7,Nebraska,2012-13,2.5,8.2,Brandon Ubel
3.7,0.516,7.3,0.4,0.29600000000000004,1.3,1.4,0.6,,4.1,0.483,8.6,3.2,0.8029999999999999,4.0,125,89.0,3020.0,4.0,11.8,0.6,Nebraska,Career,2.2,7.3,Brandon Ubel
6.3,0.557,11.2,0.8,0.271,3.1,3.3,0.9,MAAC,7.1,0.495,14.3,1.7,0.7170000000000001,2.4,32,26.0,901.0,1.4,16.7,1.4,Siena,2006-07,3.2,5.7,Edwin Ubiles
7.0,0.55,12.7,1.2,0.42,2.9,2.0,1.2,MAAC,8.2,0.526,15.5,2.9,0.7040000000000001,4.1,34,33.0,1130.0,1.7,20.4,1.5,Siena,2007-08,1.9,5.2,Edwin Ubiles
6.4,0.528,12.1,0.7,0.309,2.3,2.6,1.2,MAAC,7.1,0.493,14.4,3.0,0.636,4.8,35,34.0,1174.0,1.6,17.9,1.8,Siena,2008-09,3.1,5.9,Edwin Ubiles
6.9,0.489,14.0,1.3,0.397,3.2,2.9,0.3,MAAC,8.1,0.47200000000000003,17.2,2.3,0.659,3.5,30,28.0,926.0,1.6,19.8,1.4,Siena,2009-10,2.5,4.8,Edwin Ubiles
6.6,0.53,12.5,1.0,0.353,2.8,2.6,0.9,,7.6,0.49700000000000005,15.3,2.5,0.672,3.8,131,121.0,4131.0,1.6,18.8,1.5,Siena,Career,2.7,5.4,Edwin Ubiles
2.4,0.425,5.7,2.8,0.396,7.1,3.9,0.4,NEC,5.2,0.409,12.7,2.7,0.723,3.7,30,19.0,899.0,2.0,15.9,2.3,Fairleigh Dickinson,2006-07,2.7,5.8,Manny Ubilla
3.2,0.44299999999999995,7.2,3.5,0.429,8.1,5.1,0.3,NEC,6.6,0.435,15.2,5.0,0.816,6.1,28,28.0,1074.0,2.3,21.7,1.5,Fairleigh Dickinson,2007-08,3.9,5.0,Manny Ubilla
2.8,0.436,6.5,3.2,0.415,7.6,4.5,0.4,,6.0,0.424,14.1,3.9,0.785,5.0,58,47.0,1973.0,2.2,19.0,1.9,Fairleigh Dickinson,Career,3.3,5.4,Manny Ubilla
3.5,0.4,8.7,0.0,,0.0,0.0,0.0,ACC,3.5,0.4,8.7,0.0,,0.0,9,0.0,23.0,7.0,7.0,3.5,Pitt,2013-14,1.7,12.2,Joseph Uchebo
4.3,0.389,11.1,0.0,,0.0,0.9,0.6,ACC,4.3,0.389,11.1,0.9,0.75,1.2,21,4.0,130.0,5.5,9.5,0.3,Pitt,2014-15,1.8,12.3,Joseph Uchebo
7.9,0.584,13.4,0.0,,0.0,1.3,1.0,CUSA,7.9,0.584,13.4,3.1,0.5539999999999999,5.6,33,28.0,922.0,2.6,18.8,1.4,Charlotte,2015-16,1.9,16.5,Joseph Uchebo
7.3,0.561,13.1,0.0,,0.0,1.3,0.9,,7.3,0.561,13.1,2.8,0.56,5.0,63,32.0,1075.0,3.0,17.5,1.3,Overall,Career,1.9,15.9,Joseph Uchebo
4.2,0.39,10.7,0.0,,0.0,0.8,0.5,,4.2,0.39,10.7,0.8,0.75,1.0,30,4.0,153.0,5.8,9.2,0.8,Pitt,,1.8,12.3,Joseph Uchebo
7.9,0.584,13.4,0.0,,0.0,1.3,1.0,,7.9,0.584,13.4,3.1,0.5539999999999999,5.6,33,28.0,922.0,2.6,18.8,1.4,Charlotte,,1.9,16.5,Joseph Uchebo
3.9,0.5,7.8,0.0,0.0,0.2,0.7,1.7,Big Ten,3.9,0.485,8.0,4.1,0.654,6.3,27,0.0,164.0,6.1,12.0,0.5,Purdue,2006-07,2.0,6.8,Johnathan Uchendu
3.9,0.5,7.8,0.0,0.0,0.2,0.7,1.7,,3.9,0.485,8.0,4.1,0.654,6.3,27,0.0,164.0,6.1,12.0,0.5,Purdue,Career,2.0,6.8,Johnathan Uchendu
2.9,0.345,8.3,0.0,,0.0,0.3,2.9,NEC,2.9,0.345,8.3,0.3,0.2,1.4,21,0.0,140.0,4.3,6.0,1.1,LIU,2007-08,2.0,11.4,Ike Udanoh
4.5,0.5,9.0,0.0,,0.0,0.6,0.6,NEC,4.5,0.5,9.0,0.0,0.0,0.6,4,0.0,62.0,9.0,9.0,2.6,LIU,2008-09,4.5,5.2,Ike Udanoh
3.4,0.395,8.5,0.0,,0.0,0.4,2.2,,3.4,0.395,8.5,0.2,0.16699999999999998,1.2,25,0.0,202.0,5.7,6.9,1.6,LIU,Career,2.8,9.5,Ike Udanoh
5.1,0.5,10.1,0.0,,0.0,2.8,0.3,Big Sky,5.1,0.5,10.1,4.6,0.621,7.3,17,0.0,158.0,5.1,14.7,1.3,Idaho State,2018-19,4.8,14.7,Chidi Udengwu
4.5,0.456,9.9,0.0,0.0,0.1,2.1,0.4,Big Sky,4.5,0.45299999999999996,10.0,4.7,0.564,8.4,30,13.0,636.0,4.2,13.8,0.7,Idaho State,2019-20,2.7,10.2,Chidi Udengwu
4.6,0.465,10.0,0.0,0.0,0.1,2.2,0.4,,4.6,0.462,10.0,4.7,0.574,8.2,47,13.0,794.0,4.4,14.0,0.8,Idaho State,Career,3.1,11.1,Chidi Udengwu
1.3,0.3,4.3,1.7,0.32299999999999995,5.4,4.9,0.0,WCC,3.0,0.313,9.7,2.9,0.6729999999999999,4.3,21,15.0,461.0,3.6,10.7,1.6,Pepperdine,2013-14,2.9,2.3,Amadi Udenyi
1.2,0.27399999999999997,4.3,1.7,0.39299999999999996,4.3,6.8,0.1,WCC,2.9,0.33299999999999996,8.6,1.9,0.659,2.9,22,9.0,572.0,2.7,9.3,1.2,Pepperdine,2014-15,2.9,3.2,Amadi Udenyi
1.7,0.40700000000000003,4.3,1.1,0.263,4.0,7.7,0.1,WCC,2.8,0.33799999999999997,8.3,1.7,0.552,3.1,32,3.0,756.0,3.3,8.4,1.6,Pepperdine,2015-16,2.6,3.6,Amadi Udenyi
2.0,0.4,5.1,1.3,0.385,3.3,8.2,0.0,WCC,3.3,0.39399999999999996,8.4,2.3,0.643,3.6,7,6.0,157.0,1.3,10.2,2.5,Pepperdine,2016-17,3.3,4.3,Amadi Udenyi
1.7,0.39399999999999996,4.3,0.5,0.14,3.2,6.2,0.1,WCC,2.1,0.284,7.5,1.1,0.607,1.8,28,16.0,617.0,2.3,5.8,1.0,Pepperdine,2017-18,3.4,3.0,Amadi Udenyi
1.5,0.355,4.4,1.2,0.29,4.1,6.6,0.0,,2.7,0.32299999999999995,8.4,1.8,0.621,3.0,110,49.0,2563.0,2.8,8.5,1.5,Pepperdine,Career,2.9,3.2,Amadi Udenyi
5.1,0.62,8.2,0.0,,0.0,2.6,0.4,WAC,5.1,0.62,8.2,0.7,0.324,2.0,23,21.0,670.0,3.8,10.8,0.6,Seattle,2020-21,1.7,10.9,Emeka Udenyi
5.1,0.62,8.2,0.0,,0.0,2.6,0.4,,5.1,0.62,8.2,0.7,0.324,2.0,23,21.0,670.0,3.8,10.8,0.6,Seattle,Career,1.7,10.9,Emeka Udenyi
8.4,0.667,12.6,0.0,,0.0,2.1,0.0,AEC,8.4,0.667,12.6,0.0,0.0,4.2,11,0.0,19.0,12.6,16.8,0.0,Hartford,2001-02,6.3,12.6,Chinedu Udeogalanya
8.4,0.667,12.6,0.0,,0.0,2.1,0.0,,8.4,0.667,12.6,0.0,0.0,4.2,11,0.0,19.0,12.6,16.8,0.0,Hartford,Career,6.3,12.6,Chinedu Udeogalanya
2.4,0.5,4.9,0.0,,0.0,0.5,0.0,WAC,2.4,0.5,4.9,0.5,0.16699999999999998,2.9,14,0.0,82.0,5.9,5.4,1.5,San Jose State,2004-05,0.5,8.3,Joe Udeoji
0.0,0.0,3.2,1.6,1.0,1.6,1.6,0.0,WAC,1.6,0.33299999999999996,4.8,0.0,0.0,4.8,8,0.0,25.0,4.8,4.8,0.0,San Jose State,2007-08,6.4,4.8,Joe Udeoji
1.9,0.41700000000000004,4.5,0.4,1.0,0.4,0.7,0.0,,2.2,0.462,4.9,0.4,0.111,3.4,22,0.0,107.0,5.6,5.2,1.1,San Jose State,Career,1.9,7.5,Joe Udeoji
